rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
24,A5_autonomous,36757024,PMC9979601,10.1021/acs.jctc.2c00731,2023,Journal of chemical theory and computation,research-article; Journal Article,Gaussian Process Regression Models for Predicting Atomic Energies and Multipole Moments.,"Developing a force field is a difficult task because its design is typically pulled in opposite directions by speed and accuracy. FFLUX breaks this trend by utilizing Gaussian process regression (GPR) to predict, at ab initio accuracy, atomic energies and multipole moments as obtained from the quantum theory of atoms in molecules (QTAIM). This work demonstrates that the in-house FFLUX training pipeline can generate successful GPR models for six representative molecules: peptide-capped glycine and alanine, glucose, paracetamol, aspirin, and ibuprofen. The molecules were sufficiently distorted to represent configurations from an AMBER-GAFF2 molecular dynamics run. All internal degrees of freedom were covered corresponding to 93 dimensions in the case of the largest molecule ibuprofen (33 atoms). Benefiting from active learning, the GPR models contain only about 2000 training points and return largely sub-kcal mol-1 prediction errors for the validation sets. A proof of concept has been reached for transferring the model produced through active learning on one atomic property to that of the remaining atomic properties. The prediction of electrostatic interaction can be assessed at the intermolecular level, and the vast majority of interactions have a root-mean-square error of less than 0.1 kJ mol-1 with a maximum value of ∼1 kJ mol-1 for a glycine and paracetamol dimer."
25,A5_autonomous,40469320,PMC12134885,10.25259/sni_841_2024,2025,Surgical neurology international,research-article; Journal Article,Novel untethered micro-robotic platform developed for minimally invasive ultra-selective microsurgical procedures and targeted drug delivery: Preliminary characterization of tissue response to intraparenchymal navigation in ovine brain.,"BackgroundTo expand surgical options for safe, minimally invasive microsurgical procedures or targeted delivery of diverse therapeutics, a novel untethered micro-robotic platform is presented. This technology enables precision travel to predetermined central nervous system (CNS) parenchymal and complex cerebrospinal fluid pathway targets.MethodsUtilizing an in vivo ovine model, gross pathological and microscopic histopathological brain tissue reactions to the navigation of this micro-robot were compared to inserting standard neurosurgical catheters, routed from an occipital burr hole to the frontal lobe and then returning. Descriptions of the evolving tissue responses were documented at 24 h, 2, 12, and 26 weeks following the procedures.ResultsNo deaths or surgical complications occurred in either group. No neurological or behavioral differences were identified between the groups. No significant differences in gross or microscopic tissue pathology were identified when comparing the channels created by the micro-robot to the catheter control group.ConclusionThese findings support the equivalence of tissue responses to this micro-robot navigation compared to catheter insertion as a preliminary surrogate for addressing the safety and accuracy of this novel platform. This platform may set a new standard for safe, anatomically precise, and minimally invasive therapeutic procedures. The described approach offers untethered navigation, capable of traversing CNS tissues in controlled, complex, curvilinear trajectories. Preliminary results utilizing this micro-robotic capacity to deliver diverse therapeutic payloads are discussed. Novel applications designed to address CNS pathologies, including neurodegenerative diseases, epilepsy, neuro-oncology, and functional and microsurgical procedures, are proposed."
26,A5_autonomous,39203410,PMC11356527,10.3390/microorganisms12081568,2024,Microorganisms,research-article; Journal Article,Design of Fragrance Formulations with Antiviral Activity Using Bayesian Optimization.,"In case of future viral threats, including the proposed Disease X that has been discussed since the emergence of the COVID-19 pandemic in March 2020, our research has focused on the development of antiviral strategies using fragrance compounds with known antiviral activity. Despite the recognized antiviral properties of mixtures of certain fragrance compounds, there has been a lack of a systematic approach to optimize these mixtures. Confronted with the significant combinatorial challenge and the complexity of the compound formulation space, we employed Bayesian optimization, guided by Gaussian Process Regression (GPR), to systematically explore and identify formulations with demonstrable antiviral efficacy. This approach required the transformation of the characteristics of formulations into quantifiable feature values using molecular descriptors, subsequently modeling these data to predict and propose formulations with likely antiviral efficacy enhancements. The predicted formulations underwent experimental testing, resulting in the identification of combinations capable of inactivating 99.99% of viruses, including a notably efficacious formulation of five distinct fragrance types. This model demonstrates high predictive accuracy (coefficient determination Rcv2 > 0.7) and suggests a new frontier in antiviral strategy development. Our findings indicate the powerful potential of computational modeling to surpass human analytical capabilities in the pursuit of complex, fragrance-based antiviral formulations."
27,A5_autonomous,39759971,PMC11696778,10.1016/j.jpha.2024.100996,2024,Journal of pharmaceutical analysis,research-article; Journal Article,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches.,"To enhance the efficiency of vaccine manufacturing, this study focuses on optimizing the microfluidic conditions and lipid mix ratios of messenger RNA-lipid nanoparticles (mRNA-LNP). Different mRNA-LNP formulations (n = 24) were developed using an I-optimal design, where machine learning tools (XGBoost/Bayesian optimization and self-validated ensemble (SVEM)) were used to optimize the process and predict lipid mix ratio. The investigation included material attributes, their respective ratios, and process attributes. The critical responses like particle size (PS), polydispersity index (PDI), Zeta potential, pKa, heat trend cycle, encapsulation efficiency (EE), recovery ratio, and encapsulated mRNA were evaluated. Overall prediction of SVEM (>97%) was comparably better than that of XGBoost/Bayesian optimization (>94%). Moreover, in actual experimental outcomes, SVEM prediction is close to the actual data as confirmed by the experimental PS (94-96 nm) is close to the predicted one (95-97 nm). The other parameters including PDI and EE were also close to the actual experimental data."
28,A5_autonomous,41080894,PMC12511971,10.1021/acspolymersau.5c00071,2025,ACS polymers Au,research-article; Journal Article,Exploiting Machine Learning and Automated Synthesis in Continuous Flow for Process Optimization of the Organocatalyzed Ring-Opening Polymerization of l‑Lactide.,"The ring-opening polymerization (ROP) of lactide is a well-established route for the synthesis of polylactide (PLA), a degradable and biobased polymer with applications in biomedical materials, packaging, and additive manufacturing. However, optimizing reaction conditions for efficient PLA synthesis remains challenging, with its production currently dwarfed by traditional petrochemical derived commodity polymers. In this work, we employ a continuous flow reactor to systematically explore a reaction space defined by catalyst concentration, residence time, and initiator concentration for the organocatalyzed ROP of l-lactide performed at room temperature, using 1,8-diaza-bicyclo​[5.4.0]​undec-7-ene (DBU) as catalyst, benzyl alcohol as initiator and dichloromethane as solvent. Through high-throughput experimentation coupled with online characterization, a robust data set was generated and processed with a Kernel-Based Regularized Least Squares (KRLS) model to capture system kinetics and the dependencies between initial conditions and polymer characteristics. Multiobjective Pareto optimization was subsequently used to identify conditions that maximize polymer production rate, and these conditions were experimentally validated to confirm the model accurately predicts optimal reaction conditions. Pareto-optimized parameters yield a high conversion and well-controlled PLA with low dispersities. This study highlights the advantages of continuous flow polymerization for precise control over reaction kinetics and demonstrates the potential of machine-learning-assisted optimization for efficient and scalable PLA-based materials' exploration."
29,A5_autonomous,34568678,PMC8459422,10.1021/acsomega.1c03132,2021,ACS omega,research-article; Journal Article,Active Semisupervised Model for Improving the Identification of Anticancer Peptides.,"Cancer is one of the most dangerous threats to human health. Accurate identification of anticancer peptides (ACPs) is valuable for the development and design of new anticancer agents. However, most machine-learning algorithms have limited ability to identify ACPs, and their accuracy is sensitive to the amount of label data. In this paper, we construct a new technology that combines active learning (AL) and label propagation (LP) algorithm to solve this problem, called (ACP-ALPM). First, we develop an efficient feature representation method based on various descriptor information and coding information of the peptide sequence. Then, an AL strategy is used to filter out the most informative data for model training, and a more powerful LP classifier is cast through continuous iterations. Finally, we evaluate the performance of ACP-ALPM and compare it with that of some of the state-of-the-art and classic methods; experimental results show that our method is significantly superior to them. In addition, through the experimental comparison of random selection and AL on three public data sets, it is proved that the AL strategy is more effective. Notably, a visualization experiment further verified that AL can utilize unlabeled data to improve the performance of the model. We hope that our method can be extended to other types of peptides and provide more inspiration for other similar work."
30,A5_autonomous,40740490,PMC12308009,10.1016/j.isci.2025.112944,2025,iScience,research-article; Journal Article,Integration of Bayesian optimization and solution thermodynamics to optimize media design for mammalian biomanufacturing.,"Rapid, cost-effective biomanufacturing of products like therapeutics, materials, and lab-grown foods depends on optimizing cell culture media, a complex and expensive task due to the combination of components and processing variables. This is especially important for therapeutic production using mammalian systems like Chinese Hamster Ovary (CHO) cells, where long development timelines contribute to high drug costs. Using Bayesian optimization (BO), adapted for bioprocess applications, our method supports multiple parallel experiments and incorporates thermodynamics-based constraints on media solubility to ensure feasible medium formulations. The approach is validated both in-silico and in experimental bioreactor settings, showing improved product titers compared to classical design of experiments (DOE) methods. This work bridges machine learning and physical modeling to create a more data-efficient process optimization strategy. The integration of this method into biomanufacturing pipelines together with robotics-assisted bioreactors paves the way for automated bioprocess optimization and more rapidly available and affordable biotherapeutics."
31,A5_autonomous,37110754,PMC10142408,10.3390/molecules28083521,2023,"Molecules (Basel, Switzerland)",research-article; Journal Article,Synergy of Small Antiviral Molecules on a Black-Phosphorus Nanocarrier: Machine Learning and Quantum Chemical Simulation Insights.,"Favipiravir (FP) and Ebselen (EB) belong to a broad range of antiviral drugs that have shown active potential as medications against many viruses. Employing molecular dynamics simulations and machine learning (ML) combined with van der Waals density functional theory, we have uncovered the binding characteristics of these two antiviral drugs on a phosphorene nanocarrier. Herein, by using four different machine learning models (i.e., Bagged Trees, Gaussian Process Regression (GPR), Support Vector Regression (SVR), and Regression Trees (RT)), the Hamiltonian and the interaction energy of antiviral molecules in a phosphorene monolayer are trained in an appropriate way. However, training efficient and accurate models for approximating the density functional theory (DFT) is the final step in using ML to aid in the design of new drugs. To improve the prediction accuracy, the Bayesian optimization approach has been employed to optimize the GPR, SVR, RT, and BT models. Results revealed that the GPR model obtained superior prediction performance with an R2 of 0.9649, indicating that it can explain 96.49% of the data's variability. Then, by means of DFT calculations, we examine the interaction characteristics and thermodynamic properties in a vacuum and a continuum solvent interface. These results illustrate that the hybrid drug is an enabled, functionalized 2D complex with vigorous thermostability. The change in Gibbs free energy at different surface charges and temperatures implies that the FP and EB molecules are allowed to adsorb from the gas phase onto the 2D monolayer at different pH conditions and high temperatures. The results reveal a valuable antiviral drug therapy loaded by 2D biomaterials that may possibly open a new way of auto-treating different diseases, such as SARS-CoV, in primary terms."
32,A5_autonomous,40473909,PMC12391189,10.1007/s10439-025-03752-9,2025,Annals of biomedical engineering,Comparative Study; research-article; Journal Article,Enhancing Bone Scaffold Fabrication: A Comparative Study of Manual Casting and Automated 3D Bioprinting.,"While fabrication of bone scaffolds is important for the development of tissue engineering, traditional techniques have typically been prone to either scaling or reproducibility issues. This paper highlights a strategy for automated 3D printing and bioprinting techniques that enhance precision and efficiency in the production of PLGA-HA scaffolds. We realized significant improvements in efficiency, reproducibility, and scalability through optimization of 3D printing parameters, improvement of material handling, and refinement of the fabrication process. Precise measurement consequently minimized material waste; the introduction of a mesh filter allowed for high-throughput experimentation without compromising the integrity of individual scaffolds, streamlining the workflow. Combining automated casting with state-of-the-art 3D bioprinting, our experimental methodology precisely applied the bioactive materials, reducing the processing time fivefold and enhancing precision. Besides, automated casting produced thicker, better-quality scaffolds averaging 0.02354 g, which is against 0.01169 g using the manual approach, effectively doubling the retention of the PLGA-HA coating on a PVA mold. Excellent cell viability and adhesion on automated scaffolds have been further underlined for application in tissue engineering during in vitro studies using multipotent mesenchymal stromal cells. Although conventional techniques, such as injection molding, are standard for large lots, 3D printing has advantages in scaffold fabrication regarding control over geometry and homogeneous material properties. Equally important, these characteristics are necessary to achieve repeatable and up-scaled experimental results."
33,A5_autonomous,33767382,PMC8197729,10.1038/s41565-021-00870-y,2021,Nature nanotechnology,"Research Support, Non-U.S. Gov't; research-article; Journal Article; Research Support, N.I.H., Extramural",Computationally guided high-throughput design of self-assembling drug nanoparticles.,"Nanoformulations of therapeutic drugs are transforming our ability to effectively deliver and treat a myriad of conditions. Often, however, they are complex to produce and exhibit low drug loading, except for nanoparticles formed via co-assembly of drugs and small molecular dyes, which display drug-loading capacities of up to 95%. There is currently no understanding of which of the millions of small-molecule combinations can result in the formation of these nanoparticles. Here we report the integration of machine learning with high-throughput experimentation to enable the rapid and large-scale identification of such nanoformulations. We identified 100 self-assembling drug nanoparticles from 2.1 million pairings, each including one of 788 candidate drugs and one of 2,686 approved excipients. We further characterized two nanoparticles, sorafenib-glycyrrhizin and terbinafine-taurocholic acid both ex vivo and in vivo. We anticipate that our platform can accelerate the development of safer and more efficacious nanoformulations with high drug-loading capacities for a wide range of therapeutics."
34,A5_autonomous,33214593,PMC7678830,10.1038/s41598-020-77057-3,2020,Scientific reports,"Research Support, Non-U.S. Gov't; research-article; Randomized Controlled Trial; Journal Article",Efficacy of P11-4 for the treatment of initial buccal caries: a randomized clinical trial.,"To investigate the safety and efficacy of Self-Assembling Peptide P11-4 (SAP P11-4) compared to placebo or fluoride varnish (FV), a randomized, controlled, blinded, split-mouth study with sequential design was conducted. Subjects presenting two teeth with White-Spot-Lesions (WSLs) were included and teeth were randomly assigned to test or control. Control received placebo at baseline (D0) and test SAP P11-4, all received FV at Day 90 (D90). Standardized photographs were taken at each visit, and WSL size changes were morphometrically assessed. Hierarchical Linear Modelling, considering paired and sequential design, was used to test four hypotheses. SAP P11-4 lesions (test, D90-D0) showed significant WSL size reduction compared to placebo (control, D90-D0; p = 0.008) or FV (control, D180-D90; p = 0.001). Combination of SAP P11-4 and delayed FV after 90 days (test, D180-D0), showed a significant difference compared to FV alone (control D270-D90; p = 0.003). No significant difference on FV efficacy was found when SAP P11-4 was applied 3 months before FV (test D270-D90; control D270-D90, p = 0.70). SAP P11-4 treatment resulted in superior caries regression compared to either placebo or FV, and FV efficacy seems not to be affected by SAP P11-4. SAP P11-4 was found to be a safe and effective WSL treatment."
35,A5_autonomous,32581233,PMC7314858,10.1038/s41598-020-67012-7,2020,Scientific reports,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Hydrogel-based milliwell arrays for standardized and scalable retinal organoid cultures.,"The development of improved methods to culture retinal organoids is relevant for the investigation of mechanisms of retinal development under pathophysiological conditions, for screening of neuroprotective compounds, and for providing a cellular source for clinical transplantation. We report a tissue-engineering approach to accelerate and standardize the production of retinal organoids by culturing mouse embryonic stem cells (mESC) in optimal physico-chemical microenvironments. Arrayed round-bottom milliwells composed of biomimetic hydrogels, combined with an optimized medium formulation, promoted the rapid generation of retina-like tissue from mESC aggregates in a highly efficient and stereotypical manner: ∼93% of the aggregates contained retinal organoid structures. 26 day-old retinal organoids were composed of ∼80% of photoreceptors, of which ∼22% are GNAT2-positive cones, an important and rare sensory cell type that is difficult to study in rodent models. The compartmentalization of retinal organoids into predefined locations on a two-dimensional array not only allowed us to derive almost all aggregates into retinal organoids, but also to reliably capture the dynamics of individual organoids, an advantageous requirement for high-throughput experimentation. Our improved retinal organoid culture system should be useful for applications that require scalability and single-organoid traceability."
36,A5_autonomous,40750635,PMC12316898,10.1038/s41598-025-13028-w,2025,Scientific reports,research-article; Journal Article,Advanced hybrid intelligence evaluation of nanomedicine delivery to various organs using machine learning and adaptive tree structured Parzen estimator.,"We have examined the efficiency of drug delivery for targeted therapy by theoretical models. Machine learning strategy was tested to analyze the drug delivery of nanomedicines to the desired sites for efficient treatment. The inputs to the models are properties of nanoparticles, tumor model, cancer type, administration dose of drug, while the outputs are delivery efficiency of drug in various organs. The ML models employed include Elastic Net Regression (EN), K-Nearest Neighbors (KNN), Polynomial Regression (PR), and an ensemble method using Boosting to leverage the strengths of these individual models. The dataset includes both categorical and numerical variables related to nanoparticle properties and their distribution across organs like the tumor, spleen, heart, liver, lung, and kidney. Hyperparameter optimization was enhanced using the Adaptive Tree-Structured Parzen Estimator (ATPE), which improves upon traditional Bayesian optimization methods. The results demonstrated that the AdaBoost KNN model consistently outperformed other models in predicting nanoparticle biodistribution, with high R² values and low RMSE across multiple organ targets, thus proving effective in capturing complex input-output relationships. This approach offers a robust framework for advancing predictive modeling in biomedical applications involving nanoparticles."
37,A5_autonomous,37237631,PMC10215654,10.3390/bioengineering10050560,2023,"Bioengineering (Basel, Switzerland)",research-article; Journal Article,Analysis of the Robotic-Based In Situ Bioprinting Workflow for the Regeneration of Damaged Tissues through a Case Study.,"This study aims to critically analyse the workflow of the in situ bioprinting procedure, presenting a simulated neurosurgical case study, based on a real traumatic event, for collecting quantitative data in support of this innovative approach. After a traumatic event involving the head, bone fragments may have to be removed and a replacement implant placed through a highly demanding surgical procedure in terms of surgeon dexterity. A promising alternative to the current surgical technique is the use of a robotic arm to deposit the biomaterials directly onto the damaged site of the patient following a planned curved surface, which can be designed pre-operatively. Here we achieved an accurate planning-patient registration through pre-operative fiducial markers positioned around the surgical area, reconstructed starting from computed tomography images. Exploiting the availability of multiple degrees of freedom for the regeneration of complex and also overhanging parts typical of anatomical defects, in this work the robotic platform IMAGObot was used to regenerate a cranial defect on a patient-specific phantom. The in situ bioprinting process was then successfully performed showing the great potential of this innovative technology in the field of cranial surgery. In particular, the accuracy of the deposition process was quantified, as well as the duration of the whole procedure was compared to a standard surgical practice. Further investigations include a biological characterisation over time of the printed construct as well as an in vitro and in vivo analysis of the proposed approach, to better analyse the biomaterial performances in terms of osteo-integration with the native tissue."
38,A5_autonomous,35198969,PMC8859322,10.3389/frai.2022.737363,2022,Frontiers in artificial intelligence,research-article; Journal Article,Deep Active Learning via Open-Set Recognition.,"In many applications, data is easy to acquire but expensive and time-consuming to label, prominent examples include medical imaging and NLP. This disparity has only grown in recent years as our ability to collect data improves. Under these constraints, it makes sense to select only the most informative instances from the unlabeled pool and request an oracle (e.g., a human expert) to provide labels for those samples. The goal of active learning is to infer the informativeness of unlabeled samples so as to minimize the number of requests to the oracle. Here, we formulate active learning as an open-set recognition problem. In this paradigm, only some of the inputs belong to known classes; the classifier must identify the rest as unknown. More specifically, we leverage variational neural networks (VNNs), which produce high-confidence (i.e., low-entropy) predictions only for inputs that closely resemble the training data. We use the inverse of this confidence measure to select the samples that the oracle should label. Intuitively, unlabeled samples that the VNN is uncertain about contain features that the network has not been exposed to; thus they are more informative for future training. We carried out an extensive evaluation of our novel, probabilistic formulation of active learning, achieving state-of-the-art results on MNIST, CIFAR-10, CIFAR-100, and FashionMNIST. Additionally, unlike current active learning methods, our algorithm can learn even in the presence of out-of-distribution outliers. As our experiments show, when the unlabeled pool consists of a mixture of samples from multiple datasets, our approach can automatically distinguish between samples from seen vs. unseen datasets. Overall, our results show that high-quality uncertainty measures are key for pool-based active learning."
39,A5_autonomous,38811464,PMC11615115,10.1007/s13346-024-01603-z,2025,Drug delivery and translational research,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Engineering mannose-functionalized nanostructured lipid carriers by sequential design using hybrid artificial intelligence tools.,"Nanostructured lipid carriers (NLCs) hold significant promise as drug delivery systems (DDS) owing to their small size and efficient drug-loading capabilities. Surface functionalization of NLCs can facilitate interaction with specific cell receptors, enabling targeted cell delivery. Mannosylation has emerged as a valuable tool for increasing the ability of nanoparticles to be recognized and internalized by macrophages. Nevertheless, the design and development of functionalized NLC is a complex task that entails the optimization of numerous variables and steps, making the process challenging and time-consuming. Moreover, no previous studies have been focused on evaluating the functionalization efficiency. In this work, hybrid Artificial Intelligence technologies are used to help in the design of mannosylated drug loaded NLCs. Artificial neural networks combined with fuzzy logic or genetic algorithms were employed to understand the particle formation processes and optimize the combinations of variables for the different steps in the functionalization process. Mannose was chemically modified to allow, for the first time, functionalization efficiency quantification and optimization. The proposed sequential methodology has enabled the design of a robust procedure for obtaining stable mannosylated NLCs with a uniform particle size distribution, small particle size ( 20mV). The incorporation of mannose on the surfaces of these DDS following the established protocols achieved > 85% of functionalization efficiency. This high effectiveness should enhance NLC recognition and internalization by macrophages, thereby facilitating the treatment of chronic inflammatory diseases."
40,A5_autonomous,32230908,PMC7231021,10.3390/mi11040350,2020,Micromachines,research-article; Journal Article,Nanoparticles Enhanced Self-driven Microfludic Biosensor.,C-reactive protein (CRP) plays an important role in inflammation detection and disease monitoring. The optical biosensor is a highly sensitive and easy detection tool. The microfluidic self-driving optical sensors were fabricated with transparent glass material and used for the enhanced surface plasmon resonance (SPR) optical detection of the model protein CRP using Au nanoparticles (AuNPs) and a sandwich immune reaction. The 3D design of the chip was devised to improve the optical coupling efficiency and enable integration with a microfluidic control and rapid detection. The array of pre-fixed antibody modified by Au nanoparticles was used to achieve rapid antigen capture and improve the optical sensitivity. The Au nanoparticle amplification approach was introduced for the SPR detection of a target protein. CRP was used as a model target protein as part of a sandwich assay. The use of Au NP measurements to detect the target signal is a threefold improvement compared to single SPR detection methods.
41,A5_autonomous,40831250,PMC12622557,10.1002/advs.202508702,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",research-article; Journal Article,Active Learning-Assisted Exploration of [PO40Mo12]3- for Alzheimer's Therapy Insights.,"Alzheimer's disease (AD), involving amyloid-β (Aβ) aggregation, has potential therapeutic modulators in polyoxometalates (POMs) like [PMo12O40]3-. To clarify their inhibitory mechanisms, a multiscale computational strategy integrating active-learning Bayesian Optimization (BO) and density functional theory (DFT) is employed to explore low-energy configurations of isolated amino acids, [PMo12O40]3 --amino acid complexes, and [PMo12O40]3 --peptide systems. Hydrogen bonding and Coulombic repulsion dominate adsorption stability. Crucially, oxygen atoms in the [PMo12O40]3 - cluster form multiple weak interactions (e.g., van der Waals, hydrophobic) with alkyl side-chain hydrogens in Aβ peptides. The synergistic effect of these weak interactions induces robust binding between the POM and peptide chains, stabilizing a tightly bound complex that sterically hinders Aβ self-assembly. Notably, simulations predict that the cluster preferentially targets hydrophobic amino acids with alkyl chains (valine, lysine, leucine, isoleucine) located in Aβ regions critical for aggregation-specifically, namely Aβ12, Aβ16-18, Aβ24, Aβ28, Aβ31-32, Aβ34-36, and Aβ39-41. These insights highlight the role of multivalent weak interactions in POM-mediated inhibition and identify key interfacial residues for therapeutic targeting."
42,A5_autonomous,41209080,PMC12590431,10.1016/j.ijpx.2025.100420,2025,International journal of pharmaceutics: X,research-article; Journal Article,Targeted probiotic tabletting: A hybrid active learning and finite element modelling approach for process optimisation.,"Tablets are an efficient dosage form for delivering probiotics. Prior studies have identified compression pressure, compression speed, and precompression pressure as critical process parameters determining probiotic survival during tabletting. However, due to the labour-intensive and time-consuming nature of experimental investigations, most previous studies focused on evaluating the impact of individual parameters in isolation. Consequently, the rapid and systematic identification of optimal process parameters to maximise probiotic survival remains a significant and unresolved challenge in pharmaceutical formulation research. To address this gap, an integrated approach combining active learning (AL) based Gaussian process regression (GPR) with finite element (FE) modelling was developed to systematically explore the compaction parameter space and identify optimal process conditions. All data utilised in AL were generated using an FE model that was specifically developed to predict viability of probiotics during tabletting. Remarkably, the integrated approach achieved high prediction performance after only 78 iterations, demonstrating a coefficient of determination (R2) of 0.96 across the entire design space for predicting probiotic survival rate during tabletting. Using the well-trained model, a global random sampling strategy combined with threshold filtering was employed to identify regions of the design space likely to yield near-optimal survival rates. Furthermore, the exploration of compression speed and precompression pressure at selected fixed main compression pressures enabled the generation of survival rate maps, providing insights into the interplay between probiotic survival rate and tablet mechanical performance. This study demonstrated the potential of hybrid data-driven and first-principles modelling approaches as a robust strategy for optimising probiotic tabletting processes and accelerating pharmaceutical development."
43,A5_autonomous,40078899,PMC11896811,10.1002/hsr2.70562,2025,Health science reports,research-article; Journal Article,Project-Based Approach as Methodology to Improve Academic Performance of Medical School Students Within the Research Line Teaching Course: A Quasi-Experimental Study.,"Background and aimsTraditional teaching methods in medical education often fail to engage students or foster critical research skills required for evidence-based medicine. Project-based learning (PBL) is widely recognized for promoting active learning and improving academic performance, although its application in research-focused medical courses remains underexplored, especially in low-resource settings. This study aimed to evaluate the effectiveness of PBL in enhancing academic performance and originality compared to traditional literature review-based assessments.MethodsA quasi-experimental study was conducted between March 11, 2024 and May 31, 2024, with 179 twelfth-semester medical students divided into two groups: the experimental group (PBL approach, n = 108) and the control group (literature review-based approach, n = 71). Students in the PBL group completed the full research cycle, including topic selection, data collection, analysis, research paper formulation, while the control group focused on synthesizing existing literature. Academic performance (course grades) and originality (Turnitin similarity percentage) were measured. Data were analyzed using descriptive statistics and independent samples t-tests, with a significance threshold of p ResultsThe PBL group demonstrated significantly higher academic performance (mean: 82.5, median: 85) compared to the control group (mean: 66.5, median: 63.75; t(177) = -20.53, p t(177) = 13.74, p . 4.81), reflecting the individualized nature of PBL.ConclusionThis study confirms that PBL significantly enhances academic performance and fosters originality among medical students, particularly in research-focused courses. The findings underscore the potential of PBL as a transformative approach to medical education, addressing gaps in traditional methods while aligning with global trends in evidence-based practice and academic integrity. PBL is recommended as an adaptable and effective strategy, especially in resource-limited educational settings."
44,A5_autonomous,35837353,PMC9138715,10.5334/gh.1113,2022,Global heart,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Diuretic Resistance Prediction and Risk Factor Analysis of Patients with Heart Failure During Hospitalization.,"ObjectivesThis study performed a prediction and risk factor analysis of diuretic resistance (DR) in patients with decompensated heart failure during hospitalization.MethodsThe data of patients with decompensated heart failure treated in 2010-2018 with DR (n = 3,383) or without DR (n = 15,444) were retrospectively collected from Chinese PLA General Hospital medical records. Statistical analysis of baseline was performed on two groups of people, and the risk factor of DR was analyzed through logic regression. Six machine learning models were built accordingly, and the adjustment of model super parameters was performed by using Bayesian optimization method. Finally, the optimal algorithm was selected according to prediction efficiency.ResultsThe preliminary analysis of variance showed significant differences in the incidence of DR among patients with lung infection, hyperlipidemia, type 2 diabetes, and kidney disease. There were significant differences in estimated glomerular filtration rate (eGFR) (P 2); serum albumin, 33 g/L; hematocrit, 0.32% and 0.56%; red blood cell volume distribution width, 13; and age, 59 years. The optimal area under the curve was 0.9512. The ranked features derived from the model were age, abnormal sodium level, pro-BNP level, serum albumin level, D-dimer level, direct bilirubin level, and eGFR.ConclusionsThe DR risk prediction model based on a gradient boosting decision tree created here identified its important risk factors. The model made very accurate predictions using simple indicators and simultaneously calculated cutoff values to help doctors predict the occurrence of DR."
45,A5_autonomous,38132817,PMC10744304,10.3390/jfb14120563,2023,Journal of functional biomaterials,research-article; Journal Article,Model-Based Design to Enhance Neotissue Formation in Additively Manufactured Calcium-Phosphate-Based Scaffolds.,"In biomaterial-based bone tissue engineering, optimizing scaffold structure and composition remains an active field of research. Additive manufacturing has enabled the production of custom designs in a variety of materials. This study aims to improve the design of calcium-phosphate-based additively manufactured scaffolds, the material of choice in oral bone regeneration, by using a combination of in silico and in vitro tools. Computer models are increasingly used to assist in design optimization by providing a rational way of merging different requirements into a single design. The starting point for this study was an in-house developed in silico model describing the in vitro formation of neotissue, i.e., cells and the extracellular matrix they produced. The level set method was applied to simulate the interface between the neotissue and the void space inside the scaffold pores. In order to calibrate the model, a custom disk-shaped scaffold was produced with prismatic canals of different geometries (circle, hexagon, square, triangle) and inner diameters (0.5 mm, 0.7 mm, 1 mm, 2 mm). The disks were produced with three biomaterials (hydroxyapatite, tricalcium phosphate, and a blend of both). After seeding with skeletal progenitor cells and a cell culture for up to 21 days, the extent of neotissue growth in the disks' canals was analyzed using fluorescence microscopy. The results clearly demonstrated that in the presence of calcium-phosphate-based materials, the curvature-based growth principle was maintained. Bayesian optimization was used to determine the model parameters for the different biomaterials used. Subsequently, the calibrated model was used to predict neotissue growth in a 3D gyroid structure. The predicted results were in line with the experimentally obtained ones, demonstrating the potential of the calibrated model to be used as a tool in the design and optimization of 3D-printed calcium-phosphate-based biomaterials for bone regeneration."
