rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
29,A4_tissue,36683754,PMC9847532,10.1093/rb/rbac085,2023,Regenerative biomaterials,research-article; Journal Article,Integrated printed BDNF-stimulated HUCMSCs-derived exosomes/collagen/chitosan biological scaffolds with 3D printing technology promoted the remodelling of neural networks after traumatic brain injury.,"The restoration of nerve dysfunction after traumatic brain injury (TBI) faces huge challenges due to the limited self-regenerative abilities of nerve tissues. In situ inductive recovery can be achieved utilizing biological scaffolds combined with endogenous human umbilical cord mesenchymal stem cells (HUCMSCs)-derived exosomes (MExos). In this study, brain-derived neurotrophic factor-stimulated HUCMSCs-derived exosomes (BMExos) were composited with collagen/chitosan by 3D printing technology. 3D-printed collagen/chitosan/BMExos (3D-CC-BMExos) scaffolds have excellent mechanical properties and biocompatibility. Subsequently, in vivo experiments showed that 3D-CC-BMExos therapy could improve the recovery of neuromotor function and cognitive function in a TBI model in rats. Consistent with the behavioural recovery, the results of histomorphological tests showed that 3D-CC-BMExos therapy could facilitate the remodelling of neural networks, such as improving the regeneration of nerve fibres, synaptic connections and myelin sheaths, in lesions after TBI."
30,A4_tissue,38026689,PMC10679684,10.3389/fncel.2023.1287089,2023,Frontiers in cellular neuroscience,research-article; Journal Article,Spatiotemporal analysis of 3D human iPSC-derived neural networks using a 3D multi-electrode array.,"While there is a growing appreciation of three-dimensional (3D) neural tissues (i.e., hydrogel-based, organoids, and spheroids), shown to improve cellular health and network activity to mirror brain-like activity in vivo, functional assessment using current electrophysiology techniques (e.g., planar multi-electrode arrays or patch clamp) has been technically challenging and limited to surface measurements at the bottom or top of the 3D tissue. As next-generation MEAs, specifically 3D MEAs, are being developed to increase the spatial precision across all three dimensions (X, Y, Z), development of improved computational analytical tools to discern region-specific changes within the Z dimension of the 3D tissue is needed. In the present study, we introduce a novel computational analytical pipeline to analyze 3D neural network activity recorded from a ""bottom-up"" 3D MEA integrated with a 3D hydrogel-based tissue containing human iPSC-derived neurons and primary astrocytes. Over a period of ~6.5 weeks, we describe the development and maturation of 3D neural activity (i.e., features of spiking and bursting activity) within cross sections of the 3D tissue, based on the vertical position of the electrode on the 3D MEA probe, in addition to network activity (identified using synchrony analysis) within and between cross sections. Then, using the sequential addition of postsynaptic receptor antagonists, bicuculline (BIC), 2-amino-5-phosphonovaleric acid (AP-5), and 6-cyano-5-nitroquinoxaline-2,3-dione (CNQX), we demonstrate that networks within and between cross sections of the 3D hydrogel-based tissue show a preference for GABA and/or glutamate synaptic transmission, suggesting differences in the network composition throughout the neural tissue. The ability to monitor the functional dynamics of the entire 3D reconstructed neural tissue is a critical bottleneck; here we demonstrate a computational pipeline that can be implemented in studies to better interpret network activity within an engineered 3D neural tissue and have a better understanding of the modeled organ tissue."
31,A4_tissue,41424914,PMC12716889,10.1063/5.0296897,2025,APL bioengineering,other; Journal Article,"Tissue regenerative medicine: Clinical advances, challenges, and opportunities.","Regenerative medicine is transforming how we restore tissue function, leveraging advances in cell and molecular biology, biomaterials, and engineered microenvironments. While there have been notable advances and rapid progress over the past few decades, ongoing challenges persist in the technical development and effective translation of these advancements to clinical care. This perspective highlights clinically promising examples and critically assesses present challenges in translating tissue regenerative medicine therapies from the bench to the clinic. We further examine the evolving landscape of regenerative medicine by describing strategies to optimize the cellular microenvironment, the impact of patient demographics, and the use of artificial intelligence to shape the future of this field."
32,A4_tissue,36161946,PMC9546622,10.1073/pnas.2209524119,2022,Proceedings of the National Academy of Sciences of the United States of America,"Research Support, Non-U.S. Gov't; research-article; Research Support, U.S. Gov't, Non-P.H.S.; Journal Article; Research Support, N.I.H., Extramural","Discovering design principles of collagen molecular stability using a genetic algorithm, deep learning, and experimental validation.","Collagen is the most abundant structural protein in humans, providing crucial mechanical properties, including high strength and toughness, in tissues. Collagen-based biomaterials are, therefore, used for tissue repair and regeneration. Utilizing collagen effectively during materials processing ex vivo and subsequent function in vivo requires stability over wide temperature ranges to avoid denaturation and loss of structure, measured as melting temperature (Tm). Although significant research has been conducted on understanding how collagen primary amino acid sequences correspond to Tm values, a robust framework to facilitate the design of collagen sequences with specific Tm remains a challenge. Here, we develop a general model using a genetic algorithm within a deep learning framework to design collagen sequences with specific Tm values. We report 1,000 de novo collagen sequences, and we show that we can efficiently use this model to generate collagen sequences and verify their Tm values using both experimental and computational methods. We find that the model accurately predicts Tm values within a few degrees centigrade. Further, using this model, we conduct a high-throughput study to identify the most frequently occurring collagen triplets that can be directly incorporated into collagen. We further discovered that the number of hydrogen bonds within collagen calculated with molecular dynamics (MD) is directly correlated to the experimental measurement of triple-helical quality. Ultimately, we see this work as a critical step to helping researchers develop collagen sequences with specific Tm values for intended materials manufacturing methods and biomedical applications, realizing a mechanistic materials by design paradigm."
33,A4_tissue,40150779,PMC11939716,10.3390/bioengineering12030315,2025,"Bioengineering (Basel, Switzerland)",research-article; Journal Article,Investigation of the Effects of 3D Printing Parameters on the Mechanical Properties of Bone Scaffolds: Experimental Study Integrated with Artificial Neural Networks.,"Scaffolds are critical in regenerative medicine, particularly in bone tissue engineering, where they mimic the extracellular matrix to support tissue regeneration. Scaffold efficacy depends on precise control of 3D printing parameters, which determine geometric and mechanical properties, including Young's modulus. This study examines the impact of nozzle temperature, printing speed, and feed rate on the Young's modulus of polylactic acid (PLA) scaffolds. Using a Prusa MINI+ 3D printer (Prusa Research a.s., Prague, Czech Republic), systematic experiments are conducted to explore these correlations. Results show that higher nozzle temperatures decrease Young's modulus due to reduced viscosity and weaker interlayer bonding, likely caused by thermal degradation and reduced crystallinity. Printing speed exhibits an optimal range, with Young's modulus peaking at moderate speeds (around 2100 mm/min), suggesting a balance that enhances crystallinity and bonding. Material feed rate positively correlates with Young's modulus, with increased material deposition improving scaffold density and strength. The integration of an Artificial Neural Network (ANN) model further optimized the printing parameters, successfully predicting the maximum Young's modulus while maintaining geometric constraints. Notably, the Young's modulus achieved falls within the typical range for cancellous bone, indicating the model's potential to meet specific clinical requirements. These findings offer valuable insights for designing patient-specific bone scaffolds, potentially improving clinical outcomes in bone repair."
34,A4_tissue,33763978,PMC8193704,10.1111/cns.13638,2021,CNS neuroscience & therapeutics,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Electroacupuncture facilitates the integration of a grafted TrkC-modified mesenchymal stem cell-derived neural network into transected spinal cord in rats via increasing neurotrophin-3.,"AimsThis study was aimed to investigate whether electroacupuncture (EA) would increase the secretion of neurotrophin-3 (NT-3) from injured spinal cord tissue, and, if so, whether the increased NT-3 would promote the survival, differentiation, and migration of grafted tyrosine kinase C (TrkC)-modified mesenchymal stem cell (MSC)-derived neural network cells. We next sought to determine if the latter would integrate with the host spinal cord neural circuit to improve the neurological function of injured spinal cord.MethodsAfter NT-3-modified Schwann cells (SCs) and TrkC-modified MSCs were co-cultured in a gelatin sponge scaffold for 14 days, the MSCs differentiated into neuron-like cells that formed a MSC-derived neural network (MN) implant. On this basis, we combined the MN implantation with EA in a rat model of spinal cord injury (SCI) and performed immunohistochemical staining, neural tracing, electrophysiology, and behavioral testing after 8 weeks.ResultsElectroacupuncture application enhanced the production of endogenous NT-3 in damaged spinal cord tissues. The increase in local NT-3 production promoted the survival, migration, and maintenance of the grafted MN, which expressed NT-3 high-affinity TrkC. The combination of MN implantation and EA application improved cortical motor-evoked potential relay and facilitated the locomotor performance of the paralyzed hindlimb compared with those of controls. These results suggest that the MN was better integrated into the host spinal cord neural network after EA treatment compared with control treatment.ConclusionsElectroacupuncture as an adjuvant therapy for TrkC-modified MSC-derived MN, acted by increasing the local production of NT-3, which accelerated neural network reconstruction and restoration of spinal cord function following SCI."
35,A4_tissue,37076933,PMC10265106,10.1002/advs.202300816,2023,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Research Support, Non-U.S. Gov't; research-article; Journal Article",3D-Printed Functional Hydrogel by DNA-Induced Biomineralization for Accelerated Diabetic Wound Healing.,"Chronic wounds in diabetic patients are challenging because their prolonged inflammation makes healing difficult, thus burdening patients, society, and health care systems. Customized dressing materials are needed to effectively treat such wounds that vary in shape and depth. The continuous development of 3D-printing technology along with artificial intelligence has increased the precision, versatility, and compatibility of various materials, thus providing the considerable potential to meet the abovementioned needs. Herein, functional 3D-printing inks comprising DNA from salmon sperm and DNA-induced biosilica inspired by marine sponges, are developed for the machine learning-based 3D-printing of wound dressings. The DNA and biomineralized silica are incorporated into hydrogel inks in a fast, facile manner. The 3D-printed wound dressing thus generates provided appropriate porosity, characterized by effective exudate and blood absorption at wound sites, and mechanical tunability indicated by good shape fidelity and printability during optimized 3D printing. Moreover, the DNA and biomineralized silica act as nanotherapeutics, enhancing the biological activity of the dressings in terms of reactive oxygen species scavenging, angiogenesis, and anti-inflammation activity, thereby accelerating acute and diabetic wound healing. These bioinspired 3D-printed hydrogels produce using a DNA-induced biomineralization strategy are an excellent functional platform for clinical applications in acute and chronic wound repair."
36,A4_tissue,40010706,PMC11921027,10.1021/acsabm.4c01509,2025,ACS applied bio materials,research-article; Journal Article,Collagen Hybridizing Peptides Promote Collagen Fibril Growth In Vitro.,"Recreating the structural and mechanical properties of native tissues in vitro presents significant challenges, particularly in mimicking the dense fibrillar network of extracellular matrixes such as skin and tendons. This study develops a reversible collagen film through cycling collagen self-assembly and disassembly, offering an innovative approach to address these challenges. We first generated an engineered collagen scaffold by applying plastic compression to the collagen hydrogel. The reversibility of the collagen assembly was explored by treating the scaffold with lactic acid, leading to its breakdown into an amorphous gel─a process termed defibrillogenesis. Subsequent immersion of this gel in phosphate buffer facilitated the reassembly of collagen into fibrils larger than those in the original scaffold yet with the D-banding pattern characteristic of collagen fibrils. Transfer learning of the mobileNetV2 convolutional neural network trained on atomic force microscope images of collagen nanoscale D-banding patterns was created with 99% training and testing accuracy. In addition, extensive external validation was performed, and the model achieved high robustness and generalization with unseen data sets. Further innovation was introduced by applying collagen hybridizing peptides, which significantly accelerated and directed the assembly of collagen fibrils, promoting a more organized and aligned fibrillar structure. This study not only demonstrates the feasibility of creating a reversible collagen film that closely mimics the density and structural properties of the native matrix but also highlights the potential of using collagen hybridizing peptides to control and enhance collagen fibrillogenesis. Our findings offer promising tissue engineering and regenerative medicine strategies by enabling precise manipulation of collagen structures in vitro."
37,A4_tissue,36204248,PMC9513834,10.34133/2022/9784273,2022,"Research (Washington, D.C.)",research-article; Journal Article,High-Content Screening and Analysis of Stem Cell-Derived Neural Interfaces Using a Combinatorial Nanotechnology and Machine Learning Approach.,"A systematic investigation of stem cell-derived neural interfaces can facilitate the discovery of the molecular mechanisms behind cell behavior in neurological disorders and accelerate the development of stem cell-based therapies. Nevertheless, high-throughput investigation of the cell-type-specific biophysical cues associated with stem cell-derived neural interfaces continues to be a significant obstacle to overcome. To this end, we developed a combinatorial nanoarray-based method for high-throughput investigation of neural interface micro-/nanostructures (physical cues comprising geometrical, topographical, and mechanical aspects) and the effects of these complex physical cues on stem cell fate decisions. Furthermore, by applying a machine learning (ML)-based analytical approach to a large number of stem cell-derived neural interfaces, we comprehensively mapped stem cell adhesion, differentiation, and proliferation, which allowed for the cell-type-specific design of biomaterials for neural interfacing, including both adult and human-induced pluripotent stem cells (hiPSCs) with varying genetic backgrounds. In short, we successfully demonstrated how an innovative combinatorial nanoarray and ML-based platform technology can aid with the rational design of stem cell-derived neural interfaces, potentially facilitating precision, and personalized tissue engineering applications."
38,A4_tissue,32102234,PMC7073180,10.3390/ijms21041523,2020,International journal of molecular sciences,research-article; Journal Article,Discovery of Small-Molecule Activators for Glucose-6-Phosphate Dehydrogenase (G6PD) Using Machine Learning Approaches.,"Glucose-6-Phosphate Dehydrogenase (G6PD) is a ubiquitous cytoplasmic enzyme converting glucose-6-phosphate into 6-phosphogluconate in the pentose phosphate pathway (PPP). The G6PD deficiency renders the inability to regenerate glutathione due to lack of Nicotine Adenosine Dinucleotide Phosphate (NADPH) and produces stress conditions that can cause oxidative injury to photoreceptors, retinal cells, and blood barrier function. In this study, we constructed pharmacophore-based models based on the complex of G6PD with compound AG1 (G6PD activator) followed by virtual screening. Fifty-three hit molecules were mapped with core pharmacophore features. We performed molecular descriptor calculation, clustering, and principal component analysis (PCA) to pharmacophore hit molecules and further applied statistical machine learning methods. Optimal performance of pharmacophore modeling and machine learning approaches classified the 53 hits as drug-like (18) and nondrug-like (35) compounds. The drug-like compounds further evaluated our established cheminformatics pipeline (molecular docking and in silico ADMET (absorption, distribution, metabolism, excretion and toxicity) analysis). Finally, five lead molecules with different scaffolds were selected by binding energies and in silico ADMET properties. This study proposes that the combination of machine learning methods with traditional structure-based virtual screening can effectively strengthen the ability to find potential G6PD activators used for G6PD deficiency diseases. Moreover, these compounds can be considered as safe agents for further validation studies at the cell level, animal model, and even clinic setting."
39,A4_tissue,33898877,PMC8044869,10.1016/j.bioactmat.2021.03.036,2021,Bioactive materials,research-article; Journal Article,An NT-3-releasing bioscaffold supports the formation of TrkC-modified neural stem cell-derived neural network tissue with efficacy in repairing spinal cord injury.,"The mechanism underlying neurogenesis during embryonic spinal cord development involves a specific ligand/receptor interaction, which may be help guide neuroengineering to boost stem cell-based neural regeneration for the structural and functional repair of spinal cord injury. Herein, we hypothesized that supplying spinal cord defects with an exogenous neural network in the NT-3/fibroin-coated gelatin sponge (NF-GS) scaffold might improve tissue repair efficacy. To test this, we engineered tropomyosin receptor kinase C (TrkC)-modified neural stem cell (NSC)-derived neural network tissue with robust viability within an NF-GS scaffold. When NSCs were genetically modified to overexpress TrkC, the NT-3 receptor, a functional neuronal population dominated the neural network tissue. The pro-regenerative niche allowed the long-term survival and phenotypic maintenance of the donor neural network tissue for up to 8 weeks in the injured spinal cord. Additionally, host nerve fibers regenerated into the graft, making synaptic connections with the donor neurons. Accordingly, motor function recovery was significantly improved in rats with spinal cord injury (SCI) that received TrkC-modified NSC-derived neural network tissue transplantation. Together, the results suggested that transplantation of the neural network tissue formed in the 3D bioactive scaffold may represent a valuable approach to study and develop therapies for SCI."
40,A4_tissue,36406717,PMC9667272,10.1016/j.heliyon.2022.e11468,2022,Heliyon,research-article; Journal Article,In-process monitoring of a tissue-engineered oral mucosa fabricated on a micropatterned collagen scaffold: use of optical coherence tomography for quality control.,"BackgroundWe previously reported a novel technique for fabricating dermo-epidermal junction (DEJ)-like micropatterned collagen scaffolds to manufacture an ex vivo produced oral mucosa equivalent (EVPOME) for clinical translation; however, more biomimetic micropatterns are required to promote oral keratinocyte-based tissue engineering/regenerative medicine. In addition, in-process monitoring for quality control of tissue-engineered products is key to successful clinical outcomes. However, evaluating three-dimensional tissue-engineered constructs such as EVPOME is challenging. This study aimed to update our technique to fabricate a more biomimetic DEJ structure of oral mucosa and to investigate the efficacy of optical coherence tomography (OCT) in combination with deep learning for non-invasive EVPOME monitoring.MethodsA picosecond laser-textured microstructure mimicking DEJ on stainless steel was used as a negative mould to fabricate the micropatterned collagen scaffold. During EVPOME manufacturing, OCT was applied twice to monitor the EVPOME and evaluate its epithelial thickness.FindingsOur moulding system resulted in successful micropattern replication on the curved collagen scaffold. OCT imaging visualised the epithelial layer and the underlying micropatterned scaffold in EVPOME, enabling to non-invasively detect specific defects not found before the histological examination. Additionally, a gradual increase in epithelial thickness was observed over time.ConclusionThese findings demonstrate the feasibility of using a stainless-steel negative mould to create a more biomimetic micropattern on collagen scaffolds and the potential of OCT imaging for quality control in oral keratinocyte-based tissue engineering/regenerative medicine."
41,A4_tissue,32079221,PMC7076403,10.3390/pharmaceutics12020166,2020,Pharmaceutics,research-article; Journal Article,A 3D Bioprinted Pseudo-Bone Drug Delivery Scaffold for Bone Tissue Engineering.,"A 3D bioprinted pseudo-bone drug delivery scaffold was fabricated to display matrix strength, matrix resilience, as well as porous morphology of healthy human bone. Computer-aided design (CAD) software was employed for developing the 3D bioprinted scaffold. Further optimization of the scaffold was undertaken using MATLAB® software and artificial neural networks (ANN). Polymers employed for formulating the 3D scaffold comprised of polypropylene fumarate (PPF), free radical polymerized polyethylene glycol- polycaprolactone (PEG-PCL-PEG), and pluronic (PF127). Simvastatin was incorporated into the 3D bioprinted scaffolds to further promote bone healing and repair properties. The 3D bioprinted scaffold was characterized for its chemical, morphological, mechanical, and in vitro release kinetics for evaluation of its behavior for application as an implantable scaffold at the site of bone fracture. The ANN-optimized 3D bioprinted scaffold displayed significant properties as a controlled release platform, demonstrating drug release over 20 days. The 3D bioprinted scaffold further displayed formation as a pseudo-bone matrix, using a human clavicle bone model, induced with a butterfly fracture. The strength of the pseudo-bone matrix, evaluated for its matrix hardness (MH) and matrix resilience (MR), was evaluated to be as strong as original bone, having a 99% MH and 98% MR property, to healthy human clavicle bones."
42,A4_tissue,41462684,PMC12729936,10.3390/antiox14121485,2025,"Antioxidants (Basel, Switzerland)",research-article; Journal Article,Spider Venom-Derived Peptide Exhibits Dual Anti-Inflammatory and Antioxidative Activities in LPS-Stimulated BEAS-2B Cells.,"Most respiratory diseases are driven by excessive airway inflammation and oxidative stress, yet current therapies often lack durable efficacy or are unsafe. Host-defense peptides, commonly enriched in animal venoms, offer diverse, target-selective scaffolds for new therapeutics. In this study, we aimed to discover a novel bioactive peptide with therapeutic potential on respiratory tract damage by utilizing Nephila clavata venom gland transcriptome. Using in silico analysis and machine learning-based functional prediction, we designed a peptide, NC-CV, expected to have dual anti-inflammatory and antioxidant activities with low cytotoxicity. In experimental validation, NC-CV improved human bronchial epithelial BEAS-2B cell viability under lipopolysaccharide (LPS) exposure while reducing LPS-induced pro-inflammatory cytokine expression and intracellular reactive oxygen species (ROS) generation. Mechanistic studies and molecular docking simulations indicated that NC-CV prevents toll-like receptor 4 signaling activation, suppressing nuclear factor κB and mitogen-activated protein kinase pathways. Moreover, the antioxidant activity of NC-CV was primarily based on direct intracellular ROS scavenging rather than the induction of endogenous antioxidant enzymes. Collectively, these findings demonstrated that the venom-derived peptide NC-CV disrupts the self-reinforcing cycle involving inflammatory signaling and oxidative stress in airway epithelium, highlighting its promise as a therapeutic candidate for respiratory disease."
43,A4_tissue,39460720,PMC11914955,10.1002/anie.202417510,2025,Angewandte Chemie (International ed. in English),research-article; Journal Article,Printing Cell Embedded Sacrificial Strategy for Microvasculature using Degradable DNA Biolubricant.,"Microvasculature is essential for the continued function of cells in tissue and is fundamental in the fields of tissue engineering, organ repair and drug screening. However, the fabrication of microvasculature is still challenging using existing strategies. Here, we developed a general PRINting Cell Embedded Sacrificial Strategy (PRINCESS) and successfully fabricated microvasculatures using degradable DNA biolubricant. This is the first demonstration of direct cell printing to fabricate microvasculature, which eliminates the need for a subsequent cell seeding process and the associated deficiencies. Utilizing the shear-thinning property of DNA hydrogels as a novel sacrificial, cell-laden biolubricant, we can print a 70 μm endothelialized microvasculature, breaking the limit of 100 μm. To our best knowledge, this is the smallest endothelialized microvasculature that has ever been bioprinted so far. In addition, the self-healing property of DNA hydrogels allows the creation of continuous branched structures. This strategy provides a new platform for constructing complex hierarchical vascular networks and offers new opportunity towards engineering thick tissues. The extremely low volume of sacrificial biolubricant paves the way for DNA hydrogels to be used in practical tissue engineering applications. The high-resolution bioprinting technique also exhibits great potential for printing lymphatics, retinas and neural networks in the future."
44,A4_tissue,41583836,PMC12823833,10.3389/fsurg.2025.1710837,2025,Frontiers in surgery,research-article; Journal Article,Emerging applications and research trends of 3D printing and bioprinting in thoracic surgery: a bibliometric and visualized analysis.,"BackgroundThree-dimensional (3D) printing and bioprinting technologies have rapidly evolved into essential tools in thoracic surgery, enabling personalized anatomical modeling, implant fabrication, and tissue engineering. However, the global research landscape and thematic evolution of this field remain incompletely characterized.MethodsA comprehensive bibliometric and visualized analysis was conducted using the Web of Science Core Collection, Scopus, and PubMed databases, covering studies published between 2008 and 2024. Data visualization and network analyses were performed using CiteSpace (v6.2.4R) and VOSviewer (v1.6.18) to assess publication trends, author and institutional collaborations, co-citation patterns, and keyword evolution.ResultsA total of 740 publications were identified, including 627 original articles and 113 reviews, contributed by 4,077 authors from 1,277 institutions across 71 countries. Annual publications increased steadily, peaking in 2024. China ranked first in publication volume (205 papers, 27.7%), while the United States had the highest citation impact (10,969 citations; 58.66 citations per paper). The most active journals were Journal of Thoracic Disease and Medical Physics. Keyword and co-citation analyses revealed three main research phases (1): anatomical modeling and surgical simulation (2008-2015) (2); prosthetic design and clinical application (2016-2020); and (3) tissue engineering, radiotherapy guidance, and bioprinting innovations (2021-2024). Emerging hotspots included electrospinning, volatile organic compound sensing, and tumor-specific implant customization.ConclusionGlobal research on 3D printing in thoracic surgery has expanded rapidly, with a clear transition from mechanical reconstruction toward biologically functional and regenerative approaches. The integration of bioprinting with advanced imaging, artificial intelligence, and robotics holds promise for personalized, precision thoracic surgery. Continued interdisciplinary collaboration will be essential to accelerate clinical translation and regulatory approval of biofabricated constructs."
45,A4_tissue,40737392,PMC12309667,10.1126/sciadv.adt1851,2025,Science advances,research-article; Journal Article,Machine learning-assisted exploration of multidrug-drug administration regimens for organoid arrays.,"Combination therapies enhance the therapeutic effect of cancer treatment; however, identifying effective interdependent doses, durations, and sequences of multidrug administration regimens is a time- and labor-intensive task. Here, we integrated machine learning, automation, and large microfluidic arrays of cancer spheroids or patient-derived organoids formed in a tissue-mimetic hydrogel to achieve notable acceleration of the discovery of effective multidrug administration regimens. For the clinically approved drug combination, we found a sequential administration regimen leading to a substantial reduction in the total drug dose, in comparison with concurrent drug supply, both at comparable drug efficacy. For the drugs that are currently under clinical development, we found a synergistic effect of concurrently administered drugs and showed that the synergy diminishes for the sequential drug supply. The developed strategy holds promise for the discovery of effective combination therapies for advanced cancer treatment, including personalized chemotherapies."
46,A4_tissue,40487167,PMC12145565,10.1016/j.mtbio.2025.101816,2025,Materials today. Bio,research-article; Journal Article,Machine learning-based optimization of cytotoxicity testing for assessing Zn-based biodegradable metals.,"Zinc (Zn)-based biodegradable metals are emerging as promising candidates for biomedical implants. Nonetheless, discrepancies between in vitro and in vivo biocompatibility findings for these metals often complicate their evaluation. This study aims to optimize cytotoxicity testing for Zn-based metals using machine learning techniques. Data from 51 cytotoxicity experiments on pure Zn were utilized to train and refine five predictive models, i.e., decision tree (DT), random forest, gradient boosted decision tree, support vector machine, and multilayer perceptron (MLP). In addition, the impact of pure Zn samples on the viability of bone-related cells, endothelial cells, and fibroblasts was assessed. The models were optimized for comparable performance, with the MLP model indicating that at concentrations below 40 %, all cell types demonstrate a high probability of non-toxicity. The ""Extract concentration"" by the DT model was a critical predictive factor. Cytotoxicity tests confirmed that the cell survival rates remained high at Zn extract concentrations up to 40 %, beyond which cell viability significantly declined. This research offers innovative insights into the cytotoxicity testing protocols for Zn-based biomaterials, elucidating key factors that affect cytotoxicity assessments and defining the limits of in vitro evaluations. Lastly, this study enhances the reliability of toxicity assessments and supports the development of a standardized framework for evaluation metrics."
47,A4_tissue,38737974,PMC11082644,10.1039/d4ra01257g,2024,RSC advances,research-article; Journal Article,Machine learning-guided morphological property prediction of 2D electrospun scaffolds: the effect of polymer chemical composition and processing parameters.,"Among various methods for fabricating polymeric tissue engineering scaffolds, electrospinning stands out as a relatively simple technique widely utilized in research. Numerous studies have delved into understanding how electrospinning processing parameters and specific polymeric solutions affect the physical features of the resulting scaffolds. However, owing to the complexity of these interactions, no definitive approaches have emerged. This study introduces the use of Simplified Molecular Input Line Entry System (SMILES) encoding method to represent materials, coupled with machine learning algorithms, to model the relationships between material properties, electrospinning parameters and scaffolds' physical properties. Here, the scaffolds' fiber diameter and conductivity have been predicted for the first time using this approach. In the classification task, the voting classifier predicted the fibers diameter with a balanced accuracy score of 0.9478. In the regression task, a neural network regressor was architected to learn the relations between parameters and predict the fibers diameter with R2 = 0.723. In the case of fibers conductivity, regressor and classifier models were used for prediction, but the performance fluctuated due to the inadequate information in the published data and the collected dataset. Finally, the model prediction accuracy was validated by experimental electrospinning of a biocompatible polymer (i.e., polyvinyl alcohol and polyvinyl alcohol/polypyrrole). Field-emission scanning electron microscope (FE-SEM) images were used to measure fiber diameter. These results demonstrated the efficacy of the proposed model in predicting the polymer nanofiber diameter and reducing the parameter space prior to the scoping exercises. This data-driven model can be readily extended to the electrospinning of various biopolymers."
48,A4_tissue,40613918,PMC12227466,10.1007/s10142-025-01649-3,2025,Functional & integrative genomics,research-article; Journal Article,Discovering novel type I collagen fragments from Cyprinus carpio supporting bone regeneration.,"Fish collagen is gaining increasing attention in tissue engineering due to its exceptional bioactivity. This study aimed to isolate functional fish collagen fragments capable of microbial biosynthesis and supporting bone tissue regeneration. Collagen fragments of 150 amino acids were extracted from Cyprinus carpio collagen I (CcCOL1), and their bioactivity, net charge, and hydrophobicity were calculated and analyzed for correlations, these physicochemical and sequential features were using to train the machine learning model, which classified the fragments into three subgroups. Representative samples were selected from each cluster or directly from the original CcCOL1. Six out of eight variants were successfully secreted in Pichia pastoris, and all formed triple-helical structures, while only Var-2 and Var-3 retained self-assembly at 15 °C. Notably, Var-2 exhibited the highest capacity to induce osteoblast differentiation. To develop scaffolds with enhanced mechanical strength, Var-2 was combined with chitin and hydroxyapatite (HAP). The resulting composite demonstrated a compressive strength of 5.77 ± 0.32 MPa while maintaining high porosity at a chitin-HAP ratio of 2:1. Cytotoxicity assays confirmed biocompatibility, and fibroblast differentiation was comparable to Var-2 alone. In vivo rat tibia defect studies showed significant bone regeneration after 12 weeks, highlighting the potential of this fish collagen-chitin-HAP biomaterial for bone tissue engineering."
49,A4_tissue,PMC8827680,PMC8827680,,2021,Journal of clinical and translational science,Abstract,20184 A Hypothesis-Driven Parametric Study of a Computational Dermal Replacement Model,"ABSTRACT IMPACT: This work will be used to improve the design of engineered dermal replacements that can be used to treat difficult-to-heal wounds such as burns or ulcers. OBJECTIVES/GOALS: Wounds of the skin are among the most common and costly medical problems experienced. Engineered dermal replacements have been developed to improve outcomes, but the optimal design features are unknown. Here we describe a hypothesis-driven study of scaffold parameters using a computational model of wound healing to simulate a variety of treatments. METHODS/STUDY POPULATION: The computational model, which was informed by animal data, was used to simulate cell, cytokine, and collagen density fields. There are reciprocal mechanobiological interactions between the cells and collagen that guide the wound healing process. We analyzed initial wound properties such as scaffold stiffness, microstructure, degradation, and wound geometry by running a one-at-a-time order-of-magnitude parameter change. We then conducted a derivative-based local sensitivity analysis for simulated experimental conditions and constructed a surrogate model of wound contraction using Gaussian process regression. RESULTS/ANTICIPATED RESULTS: We conducted finite element model simulations of scaffolds that varied in physical properties. A sensitivity analysis demonstrated that wound contraction was highly sensitive to collagen fiber stiffness and density. Wound contraction rate was also dependent on initial wound size and surface area. Collagen fiber orientation in the scaffolds affected contraction directionality and the orientation of the final wound area. A Gaussian process regression model was fit to the simulation results for use in rapid prototyping of scaffolds for design optimization. The Gaussian process model was able to reproduce the wound contracture for training and test cases. DISCUSSION/SIGNIFICANCE OF FINDINGS: This work further analyzes a computational model of wounds treated with collagen scaffold dermal replacements. The hypothesis driven analysis of the model suggested several key design features of scaffolds. The model surrogate will further be used for the purposes of prediction and optimization of tissue regeneration outcomes."
