rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
51,A2_property,33383691,PMC7795907,10.3390/molecules26010111,2020,"Molecules (Basel, Switzerland)",research-article; Journal Article,Tailoring Atomoxetine Release Rate from DLP 3D-Printed Tablets Using Artificial Neural Networks: Influence of Tablet Thickness and Drug Loading.,"Various three-dimensional printing (3DP) technologies have been investigated so far in relation to their potential to produce customizable medicines and medical devices. The aim of this study was to examine the possibility of tailoring drug release rates from immediate to prolonged release by varying the tablet thickness and the drug loading, as well as to develop artificial neural network (ANN) predictive models for atomoxetine (ATH) release rate from DLP 3D-printed tablets. Photoreactive mixtures were comprised of poly(ethylene glycol) diacrylate (PEGDA) and poly(ethylene glycol) 400 in a constant ratio of 3:1, water, photoinitiator and ATH as a model drug whose content was varied from 5% to 20% (w/w). Designed 3D models of cylindrical shape tablets were of constant diameter, but different thickness. A series of tablets with doses ranging from 2.06 mg to 37.48 mg, exhibiting immediate- and modified-release profiles were successfully fabricated, confirming the potential of this technology in manufacturing dosage forms on demand, with the possibility to adjust the dose and release behavior by varying drug loading and dimensions of tablets. DSC (differential scanning calorimetry), XRPD (X-ray powder diffraction) and microscopic analysis showed that ATH remained in a crystalline form in tablets, while FTIR spectroscopy confirmed that no interactions occurred between ATH and polymers."
52,A2_property,38212322,PMC10784499,10.1038/s41598-023-50876-w,2024,Scientific reports,research-article; Journal Article,Machine learning assisted exploration of the influential parameters on the PLGA nanoparticles.,"Poly (lactic-co-glycolic acid) (PLGA)-based nanoparticles (NPs) are widely investigated as drug delivery systems. However, despite the numerous reviews and research papers discussing various physicochemical and technical properties that affect NP size and drug loading characteristics, predicting the influential features remains difficult. In the present study, we employed four different machine learning (ML) techniques to create ML models using effective parameters related to NP size, encapsulation efficiency (E.E.%), and drug loading (D.L.%). These parameters were extracted from the different literature. Least Absolute Shrinkage and Selection Operator was used to investigate the input parameters and identify the most influential features (descriptors). Initially, ML models were trained and validated using tenfold validation methods, and subsequently, next their performances were evaluated and compared in terms of absolute error, mean absolute, error and R-square. After comparing the performance of different ML models, we decided to use support vector regression for predicting the size and E.E.% and random forest for predicting the D.L.% of PLGA-based NPs. Furthermore, we investigated the interactions between these target variables using ML methods and found that size and E.E.% are interrelated, while D.L.% shows no significant relationship with the other targets. Among these variables, E.E.% was identified as the most influential parameter affecting the NPs' size. Additionally, we found that certain physicochemical properties of PLGA, including molecular weight (Mw) and the lactide-to-glycolide (LA/GA) ratio, are the most determining features for E.E.% and D.L.% of the final NPs, respectively."
53,A2_property,37834492,PMC10573332,10.3390/ma16196355,2023,"Materials (Basel, Switzerland)",research-article; Journal Article,Predicting Low-Modulus Biocompatible Titanium Alloys Using Machine Learning.,"Titanium alloys have been present for decades as the main components for the production of various orthopedic and dental elements. However, modern times require titanium alloys with a low Young's modulus, and without the presence of cytotoxic alloying elements. Machine learning was used with aim to analyze biocompatible titanium alloys and predict the composition of Ti alloys with a low Young's modulus. A database was created using experimental data for alloy composition, Young's modulus, and mechanical and thermal properties of biocompatible titanium alloys. The Extra Tree Regression model was built to predict the Young's modulus of titanium alloys. By processing data of 246 alloys, the specific heat was discovered to be the most influential parameter that contributes to the lowering of the Young's modulus of titanium alloys. Further, the Monte Carlo method was used to predict the composition of future alloys with the desired properties. Simulation results of ten million samples, with predefined conditions for obtaining titanium alloys with a Young's modulus lower than 70 GPa, show that it is possible to obtain several multicomponent alloys, consisting of five main elements: titanium, zirconium, tin, manganese and niobium."
54,A2_property,40613918,PMC12227466,10.1007/s10142-025-01649-3,2025,Functional & integrative genomics,research-article; Journal Article,Discovering novel type I collagen fragments from Cyprinus carpio supporting bone regeneration.,"Fish collagen is gaining increasing attention in tissue engineering due to its exceptional bioactivity. This study aimed to isolate functional fish collagen fragments capable of microbial biosynthesis and supporting bone tissue regeneration. Collagen fragments of 150 amino acids were extracted from Cyprinus carpio collagen I (CcCOL1), and their bioactivity, net charge, and hydrophobicity were calculated and analyzed for correlations, these physicochemical and sequential features were using to train the machine learning model, which classified the fragments into three subgroups. Representative samples were selected from each cluster or directly from the original CcCOL1. Six out of eight variants were successfully secreted in Pichia pastoris, and all formed triple-helical structures, while only Var-2 and Var-3 retained self-assembly at 15 °C. Notably, Var-2 exhibited the highest capacity to induce osteoblast differentiation. To develop scaffolds with enhanced mechanical strength, Var-2 was combined with chitin and hydroxyapatite (HAP). The resulting composite demonstrated a compressive strength of 5.77 ± 0.32 MPa while maintaining high porosity at a chitin-HAP ratio of 2:1. Cytotoxicity assays confirmed biocompatibility, and fibroblast differentiation was comparable to Var-2 alone. In vivo rat tibia defect studies showed significant bone regeneration after 12 weeks, highlighting the potential of this fish collagen-chitin-HAP biomaterial for bone tissue engineering."
55,A2_property,41269797,PMC12663998,10.1073/pnas.2424047122,2025,Proceedings of the National Academy of Sciences of the United States of America,research-article; Journal Article,"Deep learning reveals how cells pull, buckle, and navigate fibrous environments.","Cells in tissues navigate fibrous environments fundamentally differently than they do on flat substrates, but the establishment of cell forces in physiological fibrous settings remains poorly understood. Although factors such as the stiffness of the extracellular matrix (ECM) are known to drive behaviors, including cell motility on flat nonfibrous substrates, the interplay between fiber architecture and stiffness in fibrous ECM is not known. Here, we find that in fibrous environments, the directionality of mechanical forces overrides ECM stiffness as the primary regulator of contractility in migrating cells. Using an approach combining phase microscopy with deep learning to map forces in real time, termed deep learning-enabled live-cell fiber-force microscopy (DLFM), we reveal that when cells transition between anisotropic and isotropic stress fields, their contractility significantly drops despite encountering stiffer ECM, contrary to the behavior of cells on flat nonfibrous substrates. Unlike the peripheral adhesions observed on flat nonfibrous substrates, cells in fibrous matrices form force-generating adhesions throughout their body, stabilized by out-of-plane mechanical components unique to fiber geometry. Cells exhibit distinct force signatures during migration, division, and differentiation, with temporal signatures that predict stem cell fate. These findings, enabled by combining deep learning and the mechanics of cells and fibers, explain long-standing paradoxical behavior of cells navigating deformable fibrous environments, how they can pull and tug at them, and identify tension anisotropy as a master regulator of cell behavior, with implications for cancer invasion, tissue engineering, and regenerative medicine."
56,A2_property,38882536,PMC11179666,10.2147/ijn.s452316,2024,International journal of nanomedicine,research-article; Journal Article,Nose-to-Brain Drug Delivery and Physico-Chemical Properties of Nanosystems: Analysis and Correlation Studies of Data from Scientific Literature.,"BackgroundIn the last few decades, nose-to-brain delivery has been investigated as an alternative route to deliver molecules to the Central Nervous System (CNS), bypassing the Blood-Brain Barrier. The use of nanotechnological carriers to promote drug transfer via this route has been widely explored. The exact mechanisms of transport remain unclear because different pathways (systemic or axonal) may be involved. Despite the large number of studies in this field, various aspects still need to be addressed. For example, what physicochemical properties should a suitable carrier possess in order to achieve this goal? To determine the correlation between carrier features (eg, particle size and surface charge) and drug targeting efficiency percentage (DTE%) and direct transport percentage (DTP%), correlation studies were performed using machine learning.MethodsDetailed analysis of the literature from 2010 to 2021 was performed on Pubmed in order to build ""NANOSE"" database. Regression analyses have been applied to exploit machine-learning technology.ResultsA total of 64 research articles were considered for building the NANOSE database (102 formulations). Particle-based formulations were characterized by an average size between 150-200 nm and presented a negative zeta potential (ZP) from -10 to -25 mV. The most general-purpose model for the regression of DTP/DTE values is represented by Decision Tree regression, followed by K-Nearest Neighbors Regressor (KNeighbor regression).ConclusionA literature review revealed that nose-to-brain delivery has been widely investigated in neurodegenerative diseases. Correlation studies between the physicochemical properties of nanosystems (mean size and ZP) and DTE/DTP parameters suggest that ZP may be more significant than particle size for DTP/DTE predictability."
57,A2_property,39539114,PMC11561990,10.1177/15330338241296725,2024,Technology in cancer research & treatment,"Comparative Study; Research Support, Non-U.S. Gov't; research-article; Journal Article",Predicting Calcein Release from Ultrasound-Targeted Liposomes: A Comparative Analysis of Random Forest and Support Vector Machine.,"ObjectiveThis study presents a comparative analysis of RF and SVM for predicting calcein release from ultrasound-triggered, targeted liposomes under varied low-frequency ultrasound (LFUS) power densities (6.2, 9, and 10 mW/cm2).MethodsLiposomes loaded with calcein and targeted with seven different moieties (cRGD, estrone, folate, Herceptin, hyaluronic acid, lactobionic acid, and transferrin) were synthesized using the thin-film hydration method. The liposomes were characterized using Dynamic Light Scattering and Bicinchoninic Acid assays. Extensive data collection and preprocessing were performed. RF and SVM models were trained and evaluated using mean absolute error (MAE), mean squared error (MSE), coefficient of determination (R²), and the a20 index as performance metrics.ResultsRF consistently outperformed SVM, achieving R2 scores above 0.96 across all power densities, particularly excelling at higher power densities and indicating a strong correlation with the actual data.ConclusionRF outperforms SVM in drug release prediction, though both show strengths and apply based on specific prediction needs."
58,A2_property,38853181,PMC11163007,10.1038/s41598-024-63285-4,2024,Scientific reports,research-article; Journal Article,Imbalanced spectral data analysis using data augmentation based on the generative adversarial network.,"Spectroscopic techniques generate one-dimensional spectra with distinct peaks and specific widths in the frequency domain. These features act as unique identities for material characteristics. Deep neural networks (DNNs) has recently been considered a powerful tool for automatically categorizing experimental spectra data by supervised classification to evaluate material characteristics. However, most existing work assumes balanced spectral data among various classes in the training data, contrary to actual experiments, where the spectral data is usually imbalanced. The imbalanced training data deteriorates the supervised classification performance, hindering understanding of the phase behavior, specifically, sol-gel transition (gelation) of soft materials and glycomaterials. To address this issue, this paper applies a novel data augmentation method based on a generative adversarial network (GAN) proposed by the authors in their prior work. To demonstrate the effectiveness of the proposed method, the actual imbalanced spectral data from Pluronic F-127 hydrogel and Alpha-Cyclodextrin hydrogel are used to classify the phases of data. Specifically, our approach improves 8.8%, 6.4%, and 6.2% of the performance of the existing data augmentation methods regarding the classifier's F-score, Precision, and Recall on average, respectively. Specifically, our method consists of three DNNs: the generator, discriminator, and classifier. The method generates samples that are not only authentic but emphasize the differentiation between material characteristics to provide balanced training data, improving the classification results. Based on these validated results, we expect the method's broader applications in addressing imbalanced measurement data across diverse domains in materials science and chemical engineering."
59,A2_property,41471061,PMC12736625,10.3390/pharmaceutics17121546,2025,Pharmaceutics,research-article; Journal Article,Combined Experimental and Computational Approaches for Ternary Solid Dispersions to Enhance the Oral Bioavailability of Penfluridol.,"Background: Penfluridol is a long-acting oral antipsychotic used for the treatment of schizophrenia. Although the prolonged half-life of penfluridol allows once-weekly dosing, improving patient compliance, its therapeutic potential is limited by low aqueous solubility and poor oral absorption. This study aimed to enhance the dissolution and oral bioavailability of penfluridol using solid dispersion technology. Methods: Ternary solid dispersions of penfluridol were prepared using a solvent evaporation method with various hydrophilic carriers. Following prescreening of polymeric carriers, the formulation composition was optimized using a random forest regression model. Structural characteristics and drug release behavior of the optimized formulation (PF-SD5) were evaluated through in vitro studies. Pharmacokinetic studies in rats were conducted to assess the effectiveness of PF-SD5 in enhancing oral bioavailability. Results: The optimized PF-SD5 formulation, comprising penfluridol, poloxamer 407, and polyvinylpyrrolidone K30 in a 1:3:1 ratio, exhibited a 117-fold increase in aqueous solubility compared with the pure drug. PF-SD5 achieved nearly complete drug release within 1 h across a pH range from acidic to neutral. Spectroscopic, microscopical, and thermal analyses confirmed that penfluridol transformed into an amorphous form and established molecular interactions within the carrier matrix. Pharmacokinetic studies in rats revealed approximately a 1.9-fold increase in oral bioavailability. Conclusions: Combining solid dispersion technology with machine learning-guided optimization provides an effective strategy for enhancing the oral absorption of poorly soluble penfluridol."
60,A2_property,40233830,PMC12076078,10.1016/j.jconrel.2025.113722,2025,Journal of controlled release : official journal of the Controlled Release Society,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Sonopermeation combined with stroma normalization enables complete cure using nano-immunotherapy in murine breast tumors.,"Nano-immunotherapy shows great promise in improving patient outcomes, as seen in advanced triple-negative breast cancer, but it does not cure the disease, with median survival under two years. Therefore, understanding resistance mechanisms and developing strategies to enhance its effectiveness in breast cancer is crucial. A key resistance mechanism is the pronounced desmoplasia in the tumor microenvironment, which leads to dysfunction of tumor blood vessels and thus, to hypoperfusion, limited drug delivery and hypoxia. Ultrasound sonopermeation and agents that normalize the tumor stroma have been employed separately to restore vascular abnormalities in tumors with some success. Here, we performed in vivo studies in two murine, orthotopic breast tumor models to explore if combination of ultrasound sonopermeation with a stroma normalization drug can synergistically improve tumor perfusion and enhance the efficacy of nano-immunotherapy. We found that the proposed combinatorial treatment can drastically reduce primary tumor growth and in many cases tumors were no longer measurable. Overall survival studies showed that all mice that received the combination treatment survived and rechallenge experiments revealed that the survivors obtained immunological memory. Employing ultrasound elastography and contrast enhanced ultrasound along with proteomics analysis, flow cytometry and immunofluorescene staining, we found the combinatorial treatment reduced tumor stiffness to normal levels, restoring tumor perfusion and oxygenation. Furthermore, it increased infiltration and activity of immune cells and altered the levels of immunosupportive chemokines. Finally, using machine learning analysis, we identified that tumor stiffness, CD8+ T cells and M2-type macrophages were strong predictors of treatment response."
61,A2_property,36555718,PMC9785476,10.3390/ijms232416070,2022,International journal of molecular sciences,research-article; Journal Article,Deep Learning-Based Artificial Intelligence to Investigate Targeted Nanoparticles' Uptake in TNBC Cells.,"Triple negative breast cancer (TNBC) is the most aggressive subtype of breast cancer in women. It has the poorest prognosis along with limited therapeutic options. Smart nano-based carriers are emerging as promising approaches in treating TNBC due to their favourable characteristics such as specifically delivering different cargos to cancer cells. However, nanoparticles' tumour cell uptake, and subsequent drug release, are essential factors considered during the drug development process. Contemporary qualitative analyses based on imaging are cumbersome and prone to human biases. Deep learning-based algorithms have been well-established in various healthcare settings with promising scope in drug discovery and development. In this study, the performance of five different convolutional neural network models was evaluated. In this research, we investigated two sequential models from scratch and three pre-trained models, VGG16, ResNet50, and Inception V3. These models were trained using confocal images of nanoparticle-treated cells loaded with a fluorescent anticancer agent. Comparative and cross-validation analyses were further conducted across all models to obtain more meaningful results. Our models showed high accuracy in predicting either high or low drug uptake and release into TNBC cells, indicating great translational potential into practice to aid in determining cellular uptake at the early stages of drug development in any area of research."
62,A2_property,38810107,PMC11629694,10.1093/bioinformatics/btae342,2024,"Bioinformatics (Oxford, England)","Research Support, Non-U.S. Gov't; research-article; Journal Article",Representations of lipid nanoparticles using large language models for transfection efficiency prediction.,"MotivationLipid nanoparticles (LNPs) are the most widely used vehicles for mRNA vaccine delivery. The structure of the lipids composing the LNPs can have a major impact on the effectiveness of the mRNA payload. Several properties should be optimized to improve delivery and expression including biodegradability, synthetic accessibility, and transfection efficiency.ResultsTo optimize LNPs, we developed and tested models that enable the virtual screening of LNPs with high transfection efficiency. Our best method uses the lipid Simplified Molecular-Input Line-Entry System (SMILES) as inputs to a large language model. Large language model-generated embeddings are then used by a downstream gradient-boosting classifier. As we show, our method can more accurately predict lipid properties, which could lead to higher efficiency and reduced experimental time and costs.Availability and implementationCode and data links available at: https://github.com/Sanofi-Public/LipoBART."
63,A2_property,39211601,PMC11350574,10.1021/jacsau.4c00485,2024,JACS Au,research-article; Journal Article,Machine Learning Optimizing Enzyme/ZIF Biocomposites for Enhanced Encapsulation Efficiency and Bioactivity.,"In this study, we present the first example of using a machine learning (ML)-assisted design strategy to optimize the synthesis formulation of enzyme/ZIFs (zeolitic imidazolate framework) for enhanced performance. Glucose oxidase (GOx) and horseradish peroxidase (HRP) were chosen as model enzymes, while Zn(eIM)2 (eIM = 2-ethylimidazolate) was selected as the model ZIF to test our ML-assisted workflow paradigm. Through an iterative ML-driven training-design-synthesis-measurement workflow, we efficiently discovered GOx/ZIF (G151) and HRP/ZIF (H150) with their overall performance index (OPI) values (OPI represents the product of encapsulation efficiency (E in %), retained enzymatic activity (A in %), and thermal stability (T in %)) at least 1.3 times higher than those in systematic seed data studies. Furthermore, advanced statistical methods derived from the trained random forest model qualitatively and quantitatively reveal the relationship among synthesis, structure, and performance in the enzyme/ZIF system, offering valuable guidance for future studies on enzyme/ZIFs. Overall, our proposed ML-assisted design strategy holds promise for accelerating the development of enzyme/ZIFs and other enzyme immobilization systems for biocatalysis applications and beyond, including drug delivery and sensing, among others."
64,A2_property,35277947,PMC9069389,10.1002/advs.202105550,2022,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Research Support, Non-U.S. Gov't; research-article; Journal Article",Optimizing Piezoelectric Nanocomposites by High-Throughput Phase-Field Simulation and Machine Learning.,"Piezoelectric nanocomposites with oxide fillers in a polymer matrix combine the merit of high piezoelectric response of the oxides and flexibility as well as biocompatibility of the polymers. Understanding the role of the choice of materials and the filler-matrix architecture is critical to achieving desired functionality of a composite towards applications in flexible electronics and energy harvest devices. Herein, a high-throughput phase-field simulation is conducted to systematically reveal the influence of morphology and spatial orientation of an oxide filler on the piezoelectric, mechanical, and dielectric properties of the piezoelectric nanocomposites. It is discovered that with a constant filler volume fraction, a composite composed of vertical pillars exhibits superior piezoelectric response and electromechanical coupling coefficient as compared to the other geometric configurations. An analytical regression is established from a linear regression-based machine learning model, which can be employed to predict the performance of nanocomposites filled with oxides with a given set of piezoelectric coefficient, dielectric permittivity, and stiffness. This work not only sheds light on the fundamental mechanism of piezoelectric nanocomposites, but also offers a promising material design strategy for developing high-performance polymer/inorganic oxide composite-based wearable electronics."
65,A2_property,35124896,PMC11468966,10.1002/adhm.202102508,2022,Advanced healthcare materials,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Sublingual Boosting with a Novel Mucoadhesive Thermogelling Hydrogel Following Parenteral CAF01 Priming as a Strategy Against Chlamydia trachomatis.,"Chlamydia trachomatis is the most prevalent sexually transmitted disease of bacterial origin. The high number of asymptomatic cases makes it difficult to stop the transmission, requiring vaccine development. Herein, a strategy is proposed to obtain local genital tract immunity against C. trachomatis through parenteral prime and sublingual boost. Subcutaneous administration of chlamydia CTH522 subunit vaccine loaded in the adjuvant CAF01 is combined with sublingual administration of CTH522 loaded in a novel thermosensitive and mucoadhesive hydrogel. Briefly, a ternary optimized hydrogel (OGEL) with desirable biological and physicochemical properties is obtained using artificial intelligence techniques. This formulation exhibits a high gel strength and a strong mucoadhesive, adhesive and cohesive nature. The thermosensitive properties of the hydrogel facilitate application under the tongue. Meanwhile the fast gelation at body temperature together with rapid antigen release should avoid CTH522 leakage by swallowing and increase the contact with sublingual tissue, thus promoting absorption. In vivo studies demonstrate that parenteral-sublingual prime-boost immunization, using CAF01 and OGEL as CTH522 vaccine carriers, shows a tendency to increase cellular (Th1/Th17) immune responses when compared to mucosal or parenteral vaccination alone. Furthermore, parenteral prime with CAF01/CTH522 followed by sublingual boosting with OGEL/CTH522 elicits a local IgA response in the genital tract."
66,A2_property,39759971,PMC11696778,10.1016/j.jpha.2024.100996,2024,Journal of pharmaceutical analysis,research-article; Journal Article,Machine learning-driven optimization of mRNA-lipid nanoparticle vaccine quality with XGBoost/Bayesian method and ensemble model approaches.,"To enhance the efficiency of vaccine manufacturing, this study focuses on optimizing the microfluidic conditions and lipid mix ratios of messenger RNA-lipid nanoparticles (mRNA-LNP). Different mRNA-LNP formulations (n = 24) were developed using an I-optimal design, where machine learning tools (XGBoost/Bayesian optimization and self-validated ensemble (SVEM)) were used to optimize the process and predict lipid mix ratio. The investigation included material attributes, their respective ratios, and process attributes. The critical responses like particle size (PS), polydispersity index (PDI), Zeta potential, pKa, heat trend cycle, encapsulation efficiency (EE), recovery ratio, and encapsulated mRNA were evaluated. Overall prediction of SVEM (>97%) was comparably better than that of XGBoost/Bayesian optimization (>94%). Moreover, in actual experimental outcomes, SVEM prediction is close to the actual data as confirmed by the experimental PS (94-96 nm) is close to the predicted one (95-97 nm). The other parameters including PDI and EE were also close to the actual experimental data."
67,A2_property,40762431,PMC12371690,10.1021/acsami.5c11459,2025,ACS applied materials & interfaces,research-article; Journal Article,Integrating Deep Learning and Real-Time Imaging to Visualize In Situ Self-Assembly of Self-Healing Interpenetrating Polymer Networks Formed by Protein and Polysaccharide Fibers.,"Fibrillar protein hydrogels are promising sustainable biomaterials for biomedical applications, but their practical use is often limited by insufficient mechanical strength and stability. To address these challenges, we transformed native proteins into amyloid fibrils (AFs) and incorporated a fibrillar polysaccharide, phytagel (PHY), to engineer interpenetrating polymer network (IPN) hydrogels. Notably, we report for the first time the formation of an amyloid-based hydrogel from apoferritin (APO), with PHY reinforcing the network's mechanical integrity. In situ self-assembly of APO within the PHY matrix yields fully natural, biopolymer-based IPNs. Rheological analyses confirm synergistic interactions between AF and PHY fibers, with the composite hydrogels exhibiting significantly enhanced viscoelastic moduli compared with individual components. The AF-PHY hydrogels also demonstrate excellent self-healing behavior, rapidly restoring their storage modulus after high-strain deformation. A major advancement of this study is the application of deep learning (DL)-based image analysis, using convolutional neural networks, to automate the identification, segmentation, and quantification of fibrillar components in high-resolution scanning electron microscopy images. This AI-driven method enables precise differentiation between AF and PHY fibers and reveals the three-dimensional microarchitecture of the IPN, overcoming key limitations of traditional image analysis. Complementary real-time confocal laser scanning microscopy, with selective fluorescent labeling of protein and polysaccharide components, further validates the IPN structure of the hybrid hydrogels. Our results demonstrate that DL significantly enhances structural characterization and provides insights into gelation processes. This approach sets a new guide for the analysis of complex soft materials and underlines the potential of AF-PHY hydrogels as mechanically robust, self-healing, and fully sustainable biomaterials for biomedical engineering applications."
68,A2_property,35892727,PMC9332682,10.3390/gels8080468,2022,"Gels (Basel, Switzerland)",research-article; Journal Article,Application of Polyacrylic Hydrogel in Durability and Reduction of Environmental Impacts of Concrete through ANN.,"While adding superabsorbent polymer hydrogel particles to fresh concrete admixtures, they act as internal curing agents that absorb and then release large amounts of water and reduce self-desiccation and volumetric shrinkage of cement that finally result in hardened concrete with increased durability and strength. The entrainment of microscopic air bubbles in the concrete paste can substantially improve the resistance of concrete. When the volume and distribution of entrained air are adequately managed, the microstructure is protected from the pressure produced by freezing water. This study addresses the design and application of hydrogel nanoparticles as internal curing agents in concrete, as well as new findings on crucial hydrogel-ion interactions. When mixed into concrete, hydrogel particles produce their stored water to power the curing reaction, resulting in less volumetric shrinkage and cracking and thereby prolonging the service life of concrete. The mechanical and swelling performance qualities of the hydrogel are very sensitive to multivalent cations found naturally in concrete mixes, such as aluminum and calcium. The interactions between hydrogel nanoparticles and alkaline cementitious mixes are described in this study, while emphasizing how the chemical structure and shape of the hydrogel particles regulate swelling behavior and internal curing efficiency to eliminate voids in the admixture. Moreover, in this study, an artificial neural network (ANN) was utilized to precisely and quickly analyze the test results of the compressive strength and durability of concrete. The addition of multivalent cations reduced swelling capacity and changed swelling kinetics, resulting in fast deswelling behavior and the creation of a mechanically stiff shell in certain hydrogel compositions. Notably, when hydrogel particles were added to a mixture, they reduced shrinkage while encouraged the creation of particular inorganic phases within the void area formerly held by the swelled particle."
69,A2_property,40363517,PMC12072391,10.3390/ma18092014,2025,"Materials (Basel, Switzerland)",research-article; Journal Article,Anti-Freezing Conductive Ionic Hydrogel-Enabled Triboelectric Nanogenerators for Wearable Speech Recognition.,"Flexible wearable electronics face critical challenges in achieving reliable physiological monitoring, particularly due to the trade-off between sensitivity and durability in flexible electrodes, compounded by mechanical modulus mismatch with biological tissues. To address these limitations, we develop an anti-freezing ionic hydrogel through a chitosan/acrylamide/LiCl system engineered via the solution post-treatment strategy. The optimized hydrogel exhibits exceptional ionic conductivity (24.1 mS/cm at 25 °C) and excellent cryogenic tolerance. Leveraging these attributes, we construct a gel-based triboelectric nanogenerator (G-TENG) that demonstrates ultrahigh sensitivity (1.56 V/kPa) under low pressure. The device enables the precise capture of subtle vibrations at a frequency of 1088 Hz with a signal-to-noise ratio of 16.27 dB and demonstrates operational stability (>16,000 cycles), successfully differentiating complex physiological activities including swallowing, coughing, and phonation. Through machine learning-assisted analysis, the system achieves 96.56% recognition accuracy for five words and demonstrates good signal recognition ability in different ambient sound scenarios. This work provides a paradigm for designing environmentally adaptive wearable sensors through interfacial modulus engineering and ion transport optimization."
70,A2_property,39251653,PMC11385233,10.1038/s41598-024-71824-2,2024,Scientific reports,research-article; Journal Article,"Machine learning to predict morphology, topography and mechanical properties of sustainable gelatin-based electrospun scaffolds.","Electrospinning is an outstanding manufacturing technique for producing nano-micro-scaled fibrous scaffolds comparable to biological tissues. However, the solvents used are normally hazardous for the health and the environment, which compromises the sustainability of the process and the industrial scaling. This novel study compares different machine learning models to predict how green solvents affect the morphology, topography and mechanical properties of gelatin-based scaffolds. Gelatin-based scaffolds were produced with different concentrations of distillate water (dH2O), acetic acid (HAc) and dimethyl sulfoxide (DMSO). 2214 observations, 12 machine learning approaches, including Generalised Linear Models, Generalised Additive Models, Generalised Additive Models for Location, Scale and Shape (GAMLSS), Decision Trees, Random Forest, Support Vector Machine and Artificial Neural Network, and a total of 72 models were developed to predict diameter of the fibres, inter-fibre separation, roughness, ultimate tensile strength, Young's modulus and strain at break. The best GAMLSS models improved the performance of R2 with respect to the popular regression models by 6.868%, and the MAPE was improved by 21.16%. HAc highly influenced the morphology and topography; however, the importance of DMSO was higher in the mechanical properties. The addition of the morphological properties as covariates in the topographic and mechanical models enhanced their understanding."
71,A2_property,41147065,PMC12710182,10.1002/smll.202509459,2025,"Small (Weinheim an der Bergstrasse, Germany)","Research Support, N.I.H., Intramural; research-article; Research Support, U.S. Gov't, Non-P.H.S.; Journal Article; Research Support, N.I.H., Extramural",From Sequence to Response: AI-Guided Prediction of Nucleic Acid Nanoparticles Immune Recognitions.,"Nucleic acid nanoparticles (NANPs) represent a versatile platform for drug delivery and modulation of therapeutic responses. To expedite NANPs' translation from bench to bedside, rapid coordination of their design principles with immunostimulatory assessment is essential. Here, a deep learning framework is presented to predict cytokine responses, specifically interferon-beta (IFN-β) and interleukin-6 (IL-6), induced by NANPs in human microglial cells based solely on their sequences. Using a transformer-based architecture augmented through systematic strand permutation trained on 176 structurally diverse, individually assembled, and experimentally characterized NANPs, the model achieved high predictive performance in cross-validation (R2 = 0.96-0.97, RMSE ≤ 0.01) and demonstrated strong generalizability on an external test set (R2 = 0.91 for IFN-β; 0.85 for IL-6). This work advances sequence-based quantitative structure-activity relationship (QSAR) modeling by leveraging attention-based neural networks to eliminate the need for manual feature engineering while maintaining biological interpretability. To facilitate community access, the updated artificial immune cell (AI-cell) web-based platform is introduced, which supports rapid immune profiling of NANPs in silico. This new approach methodology provides a scalable framework to guide the rational design and optimization of NANPs through rapid prediction of their immune responses."
72,A2_property,34168893,PMC8218935,10.1093/rb/rbab025,2021,Regenerative biomaterials,research-article; Journal Article,Deciphering controversial results of cell proliferation on TiO2 nanotubes using machine learning.,"With the rapid development of biomedical sciences, contradictory results on the relationships between biological responses and material properties emerge continuously, adding to the challenge of interpreting the incomprehensible interfacial process. In the present paper, we use cell proliferation on titanium dioxide nanotubes (TNTs) as a case study and apply machine learning methodologies to decipher contradictory results in the literature. The gradient boosting decision tree model demonstrates that cell density has a higher impact on cell proliferation than other obtainable experimental features in most publications. Together with the variation of other essential features, the controversy of cell proliferation trends on various TNTs is understandable. By traversing all combinational experimental features and the corresponding forecast using an exhausted grid search strategy, we find that adjusting cell density and sterilization methods can simultaneously induce opposite cell proliferation trends on various TNTs diameter, which is further validated by experiments. This case study reveals that machine learning is a burgeoning tool in deciphering controversial results in biomedical researches, opening up an avenue to explore the structure-property relationships of biomaterials."
73,A2_property,37857648,PMC10587057,10.1038/s41467-023-42415-y,2023,Nature communications,research-article; Journal Article,Machine learning-enabled constrained multi-objective design of architected materials.,"Architected materials that consist of multiple subelements arranged in particular orders can demonstrate a much broader range of properties than their constituent materials. However, the rational design of these materials generally relies on experts' prior knowledge and requires painstaking effort. Here, we present a data-efficient method for the high-dimensional multi-property optimization of 3D-printed architected materials utilizing a machine learning (ML) cycle consisting of the finite element method (FEM) and 3D neural networks. Specifically, we apply our method to orthopedic implant design. Compared to uniform designs, our experience-free method designs microscale heterogeneous architectures with a biocompatible elastic modulus and higher strength. Furthermore, inspired by the knowledge learned from the neural networks, we develop machine-human synergy, adapting the ML-designed architecture to fix a macroscale, irregularly shaped animal bone defect. Such adaptation exhibits 20% higher experimental load-bearing capacity than the uniform design. Thus, our method provides a data-efficient paradigm for the fast and intelligent design of architected materials with tailored mechanical, physical, and chemical properties."
