rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
61,A1_imaging,37711443,PMC10497969,10.3389/fbioe.2023.1225495,2023,Frontiers in bioengineering and biotechnology,research-article; Journal Article,Contributions of deep learning to automated numerical modelling of the interaction of electric fields and cartilage tissue based on 3D images.,"Electric fields find use in tissue engineering but also in sensor applications besides the broad classical application range. Accurate numerical models of electrical stimulation devices can pave the way for effective therapies in cartilage regeneration. To this end, the dielectric properties of the electrically stimulated tissue have to be known. However, knowledge of the dielectric properties is scarce. Electric field-based methods such as impedance spectroscopy enable determining the dielectric properties of tissue samples. To develop a detailed understanding of the interaction of the employed electric fields and the tissue, fine-grained numerical models based on tissue-specific 3D geometries are considered. A crucial ingredient in this approach is the automated generation of numerical models from biomedical images. In this work, we explore classical and artificial intelligence methods for volumetric image segmentation to generate model geometries. We find that deep learning, in particular the StarDist algorithm, permits fast and automatic model geometry and discretisation generation once a sufficient amount of training data is available. Our results suggest that already a small number of 3D images (23 images) is sufficient to achieve 80% accuracy on the test data. The proposed method enables the creation of high-quality meshes without the need for computer-aided design geometry post-processing. Particularly, the computational time for the geometrical model creation was reduced by half. Uncertainty quantification as well as a direct comparison between the deep learning and the classical approach reveal that the numerical results mainly depend on the cell volume. This result motivates further research into impedance sensors for tissue characterisation. The presented approach can significantly improve the accuracy and computational speed of image-based models of electrical stimulation for tissue engineering applications."
62,A1_imaging,38750148,PMC11096170,10.1038/s41598-024-61869-8,2024,Scientific reports,research-article; Journal Article,MRI-only based material mass density and relative stopping power estimation via deep learning for proton therapy: a preliminary study.,"Magnetic Resonance Imaging (MRI) is increasingly being used in treatment planning due to its superior soft tissue contrast, which is useful for tumor and soft tissue delineation compared to computed tomography (CT). However, MRI cannot directly provide mass density or relative stopping power (RSP) maps, which are required for calculating proton radiotherapy doses. Therefore, the integration of artificial intelligence (AI) into MRI-based treatment planning to estimate mass density and RSP directly from MRI has generated significant interest. A deep learning (DL) based framework was developed to establish a voxel-wise correlation between MR images and mass density as well as RSP. To facilitate the study, five tissue substitute phantoms were created, representing different tissues such as skin, muscle, adipose tissue, 45% hydroxyapatite (HA), and spongiosa bone. The composition of these phantoms was based on information from ICRP reports. Additionally, two animal tissue phantoms, simulating pig brain and liver, were prepared for DL training purposes. The phantom study involved the development of two DL models. The first model utilized clinical T1 and T2 MRI scans as input, while the second model incorporated zero echo time (ZTE) MRI scans. In the patient application study, two more DL models were trained: one using T1 and T2 MRI scans as input, and another model incorporating synthetic dual-energy computed tomography (sDECT) images to provide accurate bone tissue information. The DECT empirical model was used as a reference to evaluate the proposed models in both phantom and patient application studies. The DECT empirical model was selected as the reference for evaluating the proposed models in both phantom and patient application studies. In the phantom study, the DL model based on T1, and T2 MRI scans demonstrated higher accuracy in estimating mass density and RSP for skin, muscle, adipose tissue, brain, and liver. The mean absolute percentage errors (MAPE) were 0.42%, 0.14%, 0.19%, 0.78%, and 0.26% for mass density, and 0.30%, 0.11%, 0.16%, 0.61%, and 0.23% for RSP, respectively. The DL model incorporating ZTE MRI further improved the accuracy of mass density and RSP estimation for 45% HA and spongiosa bone, with MAPE values of 0.23% and 0.09% for mass density, and 0.19% and 0.07% for RSP, respectively. These results demonstrate the feasibility of using an MRI-only approach combined with DL methods for mass density and RSP estimation in proton therapy treatment planning. By employing this approach, it is possible to obtain the necessary information for proton radiotherapy directly from MRI scans, eliminating the need for additional imaging modalities."
63,A1_imaging,37168370,PMC10164950,10.3389/fonc.2023.1064548,2023,Frontiers in oncology,methods-article; Journal Article,A deep learning model for drug screening and evaluation in bladder cancer organoids.,"Three-dimensional cell tissue culture, which produces biological structures termed organoids, has rapidly promoted the progress of biological research, including basic research, drug discovery, and regenerative medicine. However, due to the lack of algorithms and software, analysis of organoid growth is labor intensive and time-consuming. Currently it requires individual measurements using software such as ImageJ, leading to low screening efficiency when used for a high throughput screen. To solve this problem, we developed a bladder cancer organoid culture system, generated microscopic images, and developed a novel automatic image segmentation model, AU2Net (Attention and Cross U2Net). Using a dataset of two hundred images from growing organoids (day1 to day 7) and organoids with or without drug treatment, our model applies deep learning technology for image segmentation. To further improve the accuracy of model prediction, a variety of methods are integrated to improve the model's specificity, including adding Grouping Cross Merge (GCM) modules at the model's jump joints to strengthen the model's feature information. After feature information acquisition, a residual attentional gate (RAG) is added to suppress unnecessary feature propagation and improve the precision of organoids segmentation by establishing rich context-dependent models for local features. Experimental results show that each optimization scheme can significantly improve model performance. The sensitivity, specificity, and F1-Score of the ACU2Net model reached 94.81%, 88.50%, and 91.54% respectively, which exceed those of U-Net, Attention U-Net, and other available network models. Together, this novel ACU2Net model can provide more accurate segmentation results from organoid images and can improve the efficiency of drug screening evaluation using organoids."
64,A1_imaging,41767930,PMC12945539,10.1364/boe.550401,2025,Biomedical optics express,research-article; Journal Article,Automated cell properties toolbox from 3D bioprinted hydrogel scaffolds via deep learning and optical coherence tomography.,"Accurately assessing cell viability and morphological properties within 3D bioprinted hydrogel scaffolds is essential for tissue engineering but remains challenging due to the limitations of existing invasive and threshold-based methods. We present a computational toolbox that automates cell viability analysis and quantifies key properties such as elongation, flatness, and surface roughness. This framework integrates optical coherence tomography (OCT) with deep learning-based segmentation, achieving a mean segmentation precision of 88.96%. By leveraging OCT's high-resolution imaging with deep learning-based segmentation, our novel approach enables non-invasive, quantitative analysis, which can advance rapid monitoring of 3D cell cultures for regenerative medicine and biomaterial research."
65,A1_imaging,37730937,PMC10511398,10.1186/s40729-023-00498-8,2023,International journal of implant dentistry,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Influence of exposure of customized dental implant abutments to different cleaning procedures: an in vitro study using AI-assisted SEM/EDS analysis.,"PurposeDental implant abutments are defined as medical devices by their intended use. Surfaces of custom-made CAD/CAM two-piece abutments may become contaminated during the manufacturing process in the dental lab. Inadequate reprocessing prior to patient care may contribute to implant-associated complications. Risk-adapted hygiene management is required to meet the requirements for medical devices.MethodsA total of 49 CAD/CAM-manufactured zirconia copings were bonded to prefabricated titanium bases. One group was bonded, polished, and cleaned separately in dental laboratories throughout Germany (LA). Another group was left untreated (NC). Five groups received the following hygiene regimen: three-stage ultrasonic cleaning (CP and FP), steam (SC), argon-oxygen plasma (PL), and simple ultrasonic cleaning (UD). Contaminants were detected using scanning electron microscopy (SEM) and energy-dispersive X-ray spectroscopy (EDS) and segmented and quantified using interactive machine learning (ML) and thresholding (SW). The data were statistically analysed using non-parametric tests (Kruskal-Wallis test, Dunn's test).ResultsSignificant differences in contamination levels with the different cleaning procedures were found (p ≤ 0.01). The FP-NC/LA groups showed the most significant difference in contamination levels for both measurement methods (ML, SW), followed by CP-LA/NC and UD-LA/NC for SW and CP-LA/NC and PL-LA/NC for ML (p ≤ 0.05). EDS revealed organic contamination in all specimens; traces of aluminum, silicon, and calcium were detected.ConclusionsChemothermal cleaning methods based on ultrasound and argon-oxygen plasma effectively removed process-related contamination from zirconia surfaces. Machine learning is a promising assessment tool for quantifying and monitoring external contamination on zirconia abutments."
66,A1_imaging,33762607,PMC7991643,10.1038/s41598-021-85905-z,2021,Scientific reports,"Research Support, Non-U.S. Gov't; research-article; Research Support, U.S. Gov't, Non-P.H.S.; Journal Article; Research Support, N.I.H., Extramural",Investigating heterogeneities of live mesenchymal stromal cells using AI-based label-free imaging.,"Mesenchymal stromal cells (MSCs) are multipotent cells that have great potential for regenerative medicine, tissue repair, and immunotherapy. Unfortunately, the outcomes of MSC-based research and therapies can be highly inconsistent and difficult to reproduce, largely due to the inherently significant heterogeneity in MSCs, which has not been well investigated. To quantify cell heterogeneity, a standard approach is to measure marker expression on the protein level via immunochemistry assays. Performing such measurements non-invasively and at scale has remained challenging as conventional methods such as flow cytometry and immunofluorescence microscopy typically require cell fixation and laborious sample preparation. Here, we developed an artificial intelligence (AI)-based method that converts transmitted light microscopy images of MSCs into quantitative measurements of protein expression levels. By training a U-Net+ conditional generative adversarial network (cGAN) model that accurately (mean [Formula: see text] = 0.77) predicts expression of 8 MSC-specific markers, we showed that expression of surface markers provides a heterogeneity characterization that is complementary to conventional cell-level morphological analyses. Using this label-free imaging method, we also observed a multi-marker temporal-spatial fluctuation of protein distributions in live MSCs. These demonstrations suggest that our AI-based microscopy can be utilized to perform quantitative, non-invasive, single-cell, and multi-marker characterizations of heterogeneous live MSC culture. Our method provides a foundational step toward the instant integrative assessment of MSC properties, which is critical for high-throughput screening and quality control in cellular therapies."
67,A1_imaging,35472731,PMC9136609,10.1016/j.tranon.2022.101427,2022,Translational oncology,research-article; Journal Article,Machine-learning aided in situ drug sensitivity screening predicts treatment outcomes in ovarian PDX tumors.,"Long-term treatment outcomes for patients with high grade ovarian cancers have not changed despite innovations in therapies. There is no recommended assay for predicting patient response to second-line therapy, thus clinicians must make treatment decisions based on each individual patient. Patient-derived xenograft (PDX) tumors have been shown to predict drug sensitivity in ovarian cancer patients, but the time frame for intraperitoneal (IP) tumor generation, expansion, and drug screening is beyond that for tumor recurrence and platinum resistance to occur, thus results do not have clinical utility. We describe a drug sensitivity screening assay using a drug delivery microdevice implanted for 24 h in subcutaneous (SQ) ovarian PDX tumors to predict treatment outcomes in matched IP PDX tumors in a clinically relevant time frame. The SQ tumor response to local microdose drug exposure was found to be predictive of the growth of matched IP tumors after multi-week systemic therapy using significantly fewer animals (10 SQ vs 206 IP). Multiplexed immunofluorescence image analysis of phenotypic tumor response combined with a machine learning classifier could predict IP treatment outcomes against three second-line cytotoxic therapies with an average AUC of 0.91."
68,A1_imaging,39809933,PMC12700832,10.1038/s41587-024-02528-1,2025,Nature biotechnology,research-article; Journal Article,Nanocarrier imaging at single-cell resolution across entire mouse bodies with deep learning.,"Efficient and accurate nanocarrier development for targeted drug delivery is hindered by a lack of methods to analyze its cell-level biodistribution across whole organisms. Here we present Single Cell Precision Nanocarrier Identification (SCP-Nano), an integrated experimental and deep learning pipeline to comprehensively quantify the targeting of nanocarriers throughout the whole mouse body at single-cell resolution. SCP-Nano reveals the tissue distribution patterns of lipid nanoparticles (LNPs) after different injection routes at doses as low as 0.0005 mg kg-1-far below the detection limits of conventional whole body imaging techniques. We demonstrate that intramuscularly injected LNPs carrying SARS-CoV-2 spike mRNA reach heart tissue, leading to proteome changes, suggesting immune activation and blood vessel damage. SCP-Nano generalizes to various types of nanocarriers, including liposomes, polyplexes, DNA origami and adeno-associated viruses (AAVs), revealing that an AAV2 variant transduces adipocytes throughout the body. SCP-Nano enables comprehensive three-dimensional mapping of nanocarrier distribution throughout mouse bodies with high sensitivity and should accelerate the development of precise and safe nanocarrier-based therapeutics."
69,A1_imaging,40335689,PMC12158774,10.1038/s41586-025-08985-1,2025,Nature,research-article; Journal Article,Light-microscopy-based connectomic reconstruction of mammalian brain tissue.,"The information-processing capability of the brain's cellular network depends on the physical wiring pattern between neurons and their molecular and functional characteristics. Mapping neurons and resolving their individual synaptic connections can be achieved by volumetric imaging at nanoscale resolution1,2 with dense cellular labelling. Light microscopy is uniquely positioned to visualize specific molecules, but dense, synapse-level circuit reconstruction by light microscopy has been out of reach, owing to limitations in resolution, contrast and volumetric imaging capability. Here we describe light-microscopy-based connectomics (LICONN). We integrated specifically engineered hydrogel embedding and expansion with comprehensive deep-learning-based segmentation and analysis of connectivity, thereby directly incorporating molecular information into synapse-level reconstructions of brain tissue. LICONN will allow synapse-level phenotyping of brain tissue in biological experiments in a readily adoptable manner."
70,A1_imaging,37360847,PMC10288606,10.1021/acsnanoscienceau.2c00055,2023,ACS nanoscience Au,research-article; Journal Article,Complex Dispersion of Detonation Nanodiamond Revealed by Machine Learning Assisted Cryo-TEM and Coarse-Grained Molecular Dynamics Simulations.,"Understanding the polydispersity of nanoparticles is crucial for establishing the efficacy and safety of their role as drug delivery carriers in biomedical applications. Detonation nanodiamonds (DNDs), 3-5 nm diamond nanoparticles synthesized through detonation process, have attracted great interest for drug delivery due to their colloidal stability in water and their biocompatibility. More recent studies have challenged the consensus that DNDs are monodispersed after their fabrication, with their aggregate formation poorly understood. Here, we present a novel characterization method of combining machine learning with direct cryo-transmission electron microscopy imaging to characterize the unique colloidal behavior of DNDs. Together with small-angle X-ray scattering and mesoscale simulations we show and explain the clear differences in the aggregation behavior between positively and negatively charged DNDs. Our new method can be applied to other complex particle systems, which builds essential knowledge for the safe implementation of nanoparticles in drug delivery."
71,A1_imaging,40496630,PMC12149654,10.1016/j.bioactmat.2025.03.023,2025,Bioactive materials,research-article; Journal Article,Quantum machine learning-based electrokinetic mining for the identification of nanoparticles and exosomes with minimal training data.,"Synthetic and naturally occurring particles, such as nanoparticles (NPs) and exosomes; a type of extracellular vesicles (EVs), have garnered widespread attention across various fields, including biomaterials, oncology, and delivery systems for drugs and vaccines. Traditional methods for identifying NPs and EVs, such as transmission electron microscopy, are often prohibitively expensive and labor-intensive. As an alternative, the assessment of electrokinetic attributes such as zeta potential or electrophoretic mobility, conductance, and mean count rate, offers a more cost-effective, rapid, and reliable means of characterizing these particles. In this context, we introduce the first application of a quantum machine learning (QML)-based electrokinetic mining for the identification of green-synthesized iron- and cobalt-based NPs, as well as exosomes derived from human embryonic stem cells (hESC), human lung cancer (A549) cells, and colorectal cancer (CRC) cells, based solely on their electrokinetic attributes. Comparative analyses involving cross-validation, train-test splits, confusion matrices, and Receiver Operating Characteristic (ROC) curves revealed that classical ML techniques could accurately identify the types of NPs and EVs. Notably, QML demonstrated proficiency in differentiating between various NPs and EVs, including the distinction of EVs in the plasma of CRC patients versus those of healthy individuals. Furthermore, QML's application has been extended to the identification of NPs along with EVs in the plasma of CRC patients and experimental mice, achieving higher prediction performance even with a minimal training dataset, demonstrating that QML based electrokinetic mining could identify NPs or EVs with minimal training data, thereby facilitating novel clinical development in the realm of liquid biopsies."
72,A1_imaging,33313504,PMC7720078,10.1016/j.mtbio.2020.100084,2020,Materials today. Bio,research-article; Journal Article,A hydrogel-based in vitro assay for the fast prediction of antibiotic accumulation in Gram-negative bacteria.,"The pipeline of antibiotics has been for decades on an alarmingly low level. Considering the steadily emerging antibiotic resistance, novel tools are needed for early and easy identification of effective anti-infective compounds. In Gram-negative bacteria, the uptake of anti-infectives is especially limited. We here present a surprisingly simple in vitro model of the Gram-negative bacterial envelope, based on 20% (w/v) potato starch gel, printed on polycarbonate 96-well filter membranes. Rapid permeability measurements across this polysaccharide hydrogel allowed to correctly predict either high or low accumulation for all 16 tested anti-infectives in living Escherichia coli. Freeze-fracture TEM supports that the macromolecular network structure of the starch hydrogel may represent a useful surrogate of the Gram-negative bacterial envelope. A random forest analysis of in vitro data revealed molecular mass, minimum projection area, and rigidity as the most critical physicochemical parameters for hydrogel permeability, in agreement with reported structural features needed for uptake into Gram-negative bacteria. Correlating our dataset of 27 antibiotics from different structural classes to reported MIC values of nine clinically relevant pathogens allowed to distinguish active from nonactive compounds based on their low in vitro permeability specifically for Gram-negatives. The model may help to identify poorly permeable antimicrobial candidates before testing them on living bacteria."
73,A1_imaging,41124061,PMC12696800,10.1002/smll.202507903,2025,"Small (Weinheim an der Bergstrasse, Germany)","Research Support, Non-U.S. Gov't; research-article; Journal Article",Shape-Encoded Hydrogel Sensor Particles Enable Multiplex Odorant Detection Through Deep-learning Classification.,"Simultaneous detection of multiple odorants is a major challenge in the development of portable, cell-based biohybrid sensors, primarily due to the difficulty of distinguishing between different sensor cell types. Here, a strategy that encodes odorant sensor cell types using the shape of hydrogel particles, enabling shape-based identification through deep learning is reported. Each particle shape corresponds to a unique sensor cell type expressing a distinct odorant receptor (OR). A convolutional neural network is trained to classify these shapes with high accuracy, and the resulting shape identification scheme is applied to time-lapse fluorescence images of mixed particles exposed to single odorants. This enabled reliable assignment of particle identity and extraction of shape-specific fluorescence signals. Distinct odorant-dependent responses are observed, consistent with the known ligand specificities of the corresponding ORs. While this study focuses on individual odorants, the shape-based approach provides a position-independent, scalable method for multiplexed odorant detection. This framework supports the development of compact, high-throughput biohybrid sensors for safety, environmental monitoring, and diagnostic applications."
74,A1_imaging,41079552,PMC12511074,10.3389/frai.2025.1577027,2025,Frontiers in artificial intelligence,brief-report; Journal Article,Fluorescent marker prediction for non-invasive optical imaging in bovine satellite cells using deep learning.,"Assessing the quality of bovine satellite cells (BSCs) is vital for advancing tissue engineered muscle constructs with applications in sustainable protein research. In this study, we present a non-invasive deep learning approach for optical imaging that predicts fluorescent markers directly from brightfield microscopy images of BSC cultures. Using a convolutional neural network based on the U-Net architecture, our method simultaneously predicts two key fluorescent signals, specifically DAPI and Pax7, which serve as biomarkers for cell abundance and differentiation status. An image preprocessing pipeline featuring fluorescent signal denoising was implemented to enhance prediction performance and consistency. A dataset comprising 48 biological replicates was evaluated using statistical metrics such as the Pearson r (correlation coefficient), the mean squared error (MSE), and the structural similarity Index (SSIM). For DAPI, denoising improved the Pearson r from 0.065 to 0.212 and SSIM from 0.047 to 0.761 (with MSE increasing from 9.507 to 41.571). For Pax7, the Pearson r increased from 0.020 to 0.124 and MSE decreased from 44.753 to 18.793, while SSIM remained low, reflecting inherent biological heterogeneity. Furthermore, enhanced visualization techniques, including color mapping and image overlay, improved the interpretability of the predicted outputs. These findings underscore the importance of optimized data preprocessing and demonstrate the potential of AI to advance non-invasive optical imaging for cellular quality assessment in tissue biology. This work also contributes to the broader integration of machine learning and computer vision methods in biological and agricultural applications."
75,A1_imaging,39430497,PMC11489375,10.1016/j.heliyon.2024.e38899,2024,Heliyon,research-article; Journal Article,Optimizing the effect of heat treatment on the mechanical properties (tensile Strength and hardness) of Hyphaene Thebaica nut; A machine learning and Taguchi approach.,"The demand for innovative and sustainable biomaterials in healthcare and biotechnology has fueled the need for advancements in its engineering performance. However, the limited properties of biomaterials without the integration of synthetic reinforcements or supports pose a challenge. Consequently, there is a growing necessity for the development of full cycle eco-friendly materials. This study focuses on enhancing the mechanical properties of Doum palm nuts through heat treatment for engineering applications. The research employs the Taguchi optimization technique and genetic algorithms to determine the optimal combination of heating temperature and holding time, aiming to achieve the highest tensile strength and hardness. The results showcase the effectiveness of the proposed approach, revealing the optimal tensile strength of 7.32 MPa at a treatment temperature of 50 °C and a holding time of 120 min. Similarly, the optimum hardness of 60.3 Hv is attained at a heat treatment temperature of 100 °C and a holding time of 120 min. The study further investigates chemical changes through Fourier transform infrared analysis and optical micrographs. Regression models for tensile strength and hardness are developed, and the global optimum is found using a genetic algorithm solver. The findings of this study demonstrate significant and remarkable improvements in the mechanical properties of biomaterials, highlighting their potential for demanding engineering applications. The optimized heat treatment parameters provide a path towards enhanced biomaterials performance and offer promising avenues for the development of tougher and more resilient materials. This research contributes to the field of biomaterials engineering, paving the way for the design and production of eco-friendly materials with superior mechanical properties, thus addressing the ongoing demand for innovative and sustainable solutions in various industries."
76,A1_imaging,35892727,PMC9332682,10.3390/gels8080468,2022,"Gels (Basel, Switzerland)",research-article; Journal Article,Application of Polyacrylic Hydrogel in Durability and Reduction of Environmental Impacts of Concrete through ANN.,"While adding superabsorbent polymer hydrogel particles to fresh concrete admixtures, they act as internal curing agents that absorb and then release large amounts of water and reduce self-desiccation and volumetric shrinkage of cement that finally result in hardened concrete with increased durability and strength. The entrainment of microscopic air bubbles in the concrete paste can substantially improve the resistance of concrete. When the volume and distribution of entrained air are adequately managed, the microstructure is protected from the pressure produced by freezing water. This study addresses the design and application of hydrogel nanoparticles as internal curing agents in concrete, as well as new findings on crucial hydrogel-ion interactions. When mixed into concrete, hydrogel particles produce their stored water to power the curing reaction, resulting in less volumetric shrinkage and cracking and thereby prolonging the service life of concrete. The mechanical and swelling performance qualities of the hydrogel are very sensitive to multivalent cations found naturally in concrete mixes, such as aluminum and calcium. The interactions between hydrogel nanoparticles and alkaline cementitious mixes are described in this study, while emphasizing how the chemical structure and shape of the hydrogel particles regulate swelling behavior and internal curing efficiency to eliminate voids in the admixture. Moreover, in this study, an artificial neural network (ANN) was utilized to precisely and quickly analyze the test results of the compressive strength and durability of concrete. The addition of multivalent cations reduced swelling capacity and changed swelling kinetics, resulting in fast deswelling behavior and the creation of a mechanically stiff shell in certain hydrogel compositions. Notably, when hydrogel particles were added to a mixture, they reduced shrinkage while encouraged the creation of particular inorganic phases within the void area formerly held by the swelled particle."
77,A1_imaging,33391504,PMC7738861,10.7150/thno.50540,2021,Theranostics,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Implantation of regenerative complexes in traumatic brain injury canine models enhances the reconstruction of neural networks and motor function recovery.,"Rationale: The combination of medical and tissue engineering in neural regeneration studies is a promising field. Collagen, silk fibroin and seed cells are suitable options and have been widely used in the repair of spinal cord injury. In this study, we aimed to determine whether the implantation of a complex fabricated with collagen/silk fibroin (SF) and the human umbilical cord mesenchymal stem cells (hUCMSCs) can promote cerebral cortex repair and motor functional recovery in a canine model of traumatic brain injury (TBI). Methods: A porous scaffold was fabricated with cross-linked collagen and SF. Its physical properties and degeneration rate were measured. The scaffolds were co-cultured with hUCMSCs after which an implantable complex was formed. After complex implantation to a canine model of TBI, the motor evoked potential (MEP) and magnetic resonance imaging (MRI) were used to evaluate the integrity of the cerebral cortex. The neurologic score, motion capture, surface electromyography (sEMG), and vertical ground reaction force (vGRF) were measured in the analysis of motor functions. In vitro analysis of inflammation levels was performed by Elisa while immunohistochemistry was used in track the fate of hUCMSCs. In situ hybridization, transmission electron microscope, and immunofluorescence were used to assess neural and vascular regeneration. Results: Favorable physical properties, suitable degradation rate, and biocompatibility were observed in the collagen/SF scaffolds. The group with complex implantation exhibited the best cerebral cortex integrity and motor functions. The implantation also led to the regeneration of more blood vessels and nerve fibers, less glial fibers, and inflammatory factors. Conclusion: Implantation of this complex enhanced therapy in traumatic brain injury (TBI) through structural repair and functional recovery. These effects exhibit the translational prospects for the clinical application of this complex."
78,A1_imaging,39840530,PMC11923932,10.1002/advs.202414319,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",research-article; Journal Article,Efficient Carbon-Based Optoelectronic Synapses for Dynamic Visual Recognition.,"The human visual nervous system excels at recognizing and processing external stimuli, essential for various physiological functions. Biomimetic visual systems leverage biological synapse properties to improve memory encoding and perception. Optoelectronic devices mimicking these synapses can enhance wearable electronics, with layered heterojunction materials being ideal materials for optoelectronic synapses due to their tunable properties and biocompatibility. However, conventional synthesis methods are complex and environmentally harmful, leading to issues such as poor stability and low charge transfer efficiency. Therefore, it is imperative to develop a more efficient, convenient, and eco-friendly method for preparing layered heterojunction materials. Here, a one-step ultrasonic method is employed to mix fullerene (C60) with graphene oxide (GO), yielding a homogeneous layered heterojunction composite film via self-assembly. The biomimetic optoelectronic synapse based on this film achieves 97.3% accuracy in dynamic visual recognition tasks and exhibits capabilities such as synaptic plasticity. Experiments utilizing X-ray photoelectron spectroscopy (XPS), X-ray diffraction spectroscopy (XRD), Fourier-transform infrared spectroscopy (FTIR), ultraviolet-visible spectroscopy (UV-vis), scanning electron microscopy (SEM), and transmission electron microscopy (TEM) confirms stable π-π interactions between GO and C60, facilitating electron transfer and prolonging carrier recombination times. The novel approach leveraging high-density π electron materials advances artificial intelligence and neuromorphic systems."
79,A1_imaging,33399450,PMC7905872,10.1021/acsnano.0c06902,2021,ACS nano,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Fast and Accurate Nanoparticle Characterization Using Deep-Learning-Enhanced Off-Axis Holography.,"Characterization of suspended nanoparticles in their native environment plays a central role in a wide range of fields, from medical diagnostics and nanoparticle-enhanced drug delivery to nanosafety and environmental nanopollution assessment. Standard optical approaches for nanoparticle sizing assess the size via the diffusion constant and, as a consequence, require long trajectories and that the medium has a known and uniform viscosity. However, in most biological applications, only short trajectories are available, while simultaneously, the medium viscosity is unknown and tends to display spatiotemporal variations. In this work, we demonstrate a label-free method to quantify not only size but also refractive index of individual subwavelength particles using 2 orders of magnitude shorter trajectories than required by standard methods and without prior knowledge about the physicochemical properties of the medium. We achieved this by developing a weighted average convolutional neural network to analyze holographic images of single particles, which was successfully applied to distinguish and quantify both size and refractive index of subwavelength silica and polystyrene particles without prior knowledge of solute viscosity or refractive index. We further demonstrate how these features make it possible to temporally resolve aggregation dynamics of 31 nm polystyrene nanoparticles, revealing previously unobserved time-resolved dynamics of the monomer number and fractal dimension of individual subwavelength aggregates."
80,A1_imaging,37765051,PMC10534500,10.3390/ph16091243,2023,"Pharmaceuticals (Basel, Switzerland)",research-article; Journal Article,Comparing the Performance of Raman and Near-Infrared Imaging in the Prediction of the In Vitro Dissolution Profile of Extended-Release Tablets Based on Artificial Neural Networks.,"In this work, the performance of two fast chemical imaging techniques, Raman and near-infrared (NIR) imaging is compared by utilizing these methods to predict the rate of drug release from sustained-release tablets. Sustained release is provided by adding hydroxypropyl methylcellulose (HPMC), as its concentration and particle size determine the dissolution rate of the drug. The chemical images were processed using classical least squares; afterwards, a convolutional neural network was applied to extract information regarding the particle size of HPMC. The chemical images were reduced to an average HPMC concentration and a predicted particle size value; these were used as inputs in an artificial neural network with a single hidden layer to predict the dissolution profile of the tablets. Both NIR and Raman imaging yielded accurate predictions. As the instrumentation of NIR imaging allows faster measurements than Raman imaging, this technique is a better candidate for implementing a real-time technique. The introduction of chemical imaging in the routine quality control of pharmaceutical products would profoundly change quality assurance in the pharmaceutical industry."
81,A1_imaging,37771679,PMC10522944,10.1016/j.bioactmat.2023.09.008,2024,Bioactive materials,research-article; Journal Article,Synchrotron microtomography reveals insights into the degradation kinetics of bio-degradable coronary magnesium scaffolds.,"Bioresorbable magnesium scaffolds are a promising future treatment option for coronary artery stenosis, especially for young adults. Due to the degradation of these scaffolds (<1 year), long-term device-related clinical events could be reduced compared to treatments with conventional drug eluting stents. First clinical trials indicate a return of vasomotion after one year, which may be associated with improved long-term clinical outcomes. However, even after decades of development, the degradation process, ideal degradation time and biological response in vivo are still not fully understood. The present study investigates the in vivo degradation of magnesium scaffolds in the coronary arteries of pigs influenced by different strut thicknesses and the presence of antiproliferative drugs. Due to high 3D image contrast of synchrotron-based micro-CT with phase contrast (SR-μCT), a qualitative and quantitative evaluation of the degradation morphology of magnesium scaffolds was obtained. For the segmentation of the μCT images a convolutional network architecture (U-net) was exploited, demonstrating the huge potential of merging high resolution SR-μCT with deep learning (DL) supported data analysis. In total, 30 scaffolds, made of the rare earth alloy Resoloy®, with different strut designs were implanted into the coronary arteries of 10 domestic pigs for 28 days using drug-coated or uncoated angioplasty balloons for post-dilatation. The degradation morphology was analyzed using scanning electron microscopy, energy dispersive x-ray spectroscopy and SR-μCT. The data from these methods were then related to data from angiography, optical coherence tomography and histology. A thinner strut size (95 vs. 130 μm) and the presence of paclitaxel indicated a slower degradation rate at 28 d in vivo, which positively influences the late lumen loss (0.5 and 0.6 mm vs. 1.0 and 1.1 mm) and recoil values (0 and 1.7% vs. 6.1 and 22%)."
