rank,area,epmc_id,pmcid,doi,year,journal,pub_types,title,abstract
97,A4_tissue,37182031,PMC10170186,10.7759/cureus.37349,2023,Cureus,research-article; Journal Article,Blood Flow Prediction in Multi-Exposure Speckle Contrast Imaging Using Conditional Generative Adversarial Network.,"Purpose Blood perfusion is an important physiological parameter that can be quantitatively assessed using various imaging techniques. Blood flow prediction in laser speckle contrast imaging is important for medical diagnosis, drug development, tissue engineering, biomedical research, and continuous monitoring. Deep learning is a new and promising approach for predicting blood flow whenever the condition varies, but it comes with a high learning cost for real-world scenarios with a variable flow value derived from multi-exposure laser speckle contrast imaging (MECI) data. A generative adversarial network (GAN) is presented in this research for the reliable prediction of blood flows in diverse scenarios in MECI. Method We suggested a time-efficient approach using a low frame rate camera that can be used to predict blood flow in MECI data by using conditional GAN architecture. Our approach is implemented by extending our work to the entire flow as well as the specific region of interest (ROI) in the flow. Results Results show that conditional GAN exhibits improved generalization ability to predict blood flow in MECI when compared to classifications-based deep learning approaches with an accuracy of 98.5% with a relative mean error of 1.57% for the whole field and 7.53% for a specific ROI. Conclusion The conditional GAN is very effective in predicting blood flows in MECI, entirely or within ROI, compared with other deep learning approaches."
98,A4_tissue,40474423,PMC12369696,10.1002/adma.202502203,2025,"Advanced materials (Deerfield Beach, Fla.)",research-article; Journal Article,"Stretchable, Multiplexed, and Bimodal Sensing Electronic Armor for Colonoscopic Continuum Robot Enhanced by Triboelectric Artificial Synapse.","Colonoscopic continuum robots often lack sensing capabilities, risking tissue damage. An ideal robot electronic skin should offer full-body coverage, multiplexing, stretchability, and multifunctionality, but integration is challenging due to the robot's elongated structure. This work presents a stretchable electronic armor (E-armor) with a 3D crosslinked structure that enables 300 mm full coverage while accomplishing multiplexed simultaneous tactile and strain sensing through bioinspired artificial synapse mechanisms. The E-armor integrates 48 tactile sensing points through bilayer co-electrode strategy, reducing wiring while combining triboelectric encoding intelligence with innovative stretchable triboelectric interlinked films (TIFs) to form a triboelectric artificial synapse that generates digitally encoded signal pairs upon contact. A convolutional neural network and long short-term memory network (CNN-LSTM) deep learning framework achieve 99.31% accuracy in identifying multi-point tactile signals. A sodium alginate/polyacrylamide/sodium chloride (SA/PAM/NaCl) conductive hydrogel serves as a strain sensing element, providing excellent stretchability and biocompatibility, and allowing precise inference of bending angles at 12 strain sensing edges. A compliance control strategy coordinates tactile and strain signals to autonomously adjust continuum robot postures while ensuring smooth operation. The digital twin-based 3D visualization interface enhances human-robot interaction by digitally reconstructing both tactile and strain feedback, enabling real-time visualization of the continuum robot's intracolonic posture."
99,A4_tissue,40432782,PMC12105526,10.1016/j.xinn.2025.100877,2025,Innovation (Cambridge (Mass.)),brief-report; Journal Article,Multi-bioinspired electronic skins with on-demand adhesion and opto-electronic synergistic display capabilities.,"Flexible electronic skins hold great promise for biomedical applications, although challenges remain in achieving controllable interactions with the biological interface and accurate signal collection. Inspired by octopuses and chameleons, we propose a novel electronic skin paradigm with on-demand adhesion and opto-electronic synergistic display capabilities. Our electronic skins are composed of a stretchable polyurethane (PU) inverse opal film integrated with a carbon nanotube (CNT)-hybridized polyacrylamide (PAAm)-gelatin double-network-hydrogel conductive flexible substrate and a temperature-responsive poly(N-isopropylacrylamide) (PNIPAm) octopus-inspired hemispherical adhesive array. The device's CNT hybrid double-network provides robust and sensitive monitoring of temperature and motion. Meanwhile, its flexible PU layer with an inverse opal structure allows for visual motion color sensing. Integrated neural network processing ensures accurate, wide-range, and independent multimodal display. Additionally, the integration of the photothermal effect of CNTs and the temperature-sensitive octopus-inspired PNIPAm adhesive array enables on-demand adhesion. The sensing and adhesion demonstrations ex vivo and in vivo showcase the proposed flexible electronic skin's inspirational design and functional utilities. The potential applications of such a versatile device are vast, ranging from healthcare to human-machine interactions."
100,A4_tissue,39717531,PMC11663632,10.3389/fbioe.2024.1432737,2024,Frontiers in bioengineering and biotechnology,research-article; Journal Article,High-throughput platform for label-free sorting of 3D spheroids using deep learning.,"End-stage liver diseases have an increasing impact worldwide, exacerbated by the shortage of transplantable organs. Recognized as one of the promising solutions, tissue engineering aims at recreating functional tissues and organs in vitro. The integration of bioprinting technologies with biological 3D models, such as multi-cellular spheroids, has enabled the fabrication of tissue constructs that better mimic complex structures and in vivo functionality of organs. However, the lack of methods for large-scale production of homogeneous spheroids has hindered the upscaling of tissue fabrication. In this work, we introduce a fully automated platform, designed for high-throughput sorting of 3D spheroids based on label-free analysis of brightfield images. The compact platform is compatible with standard biosafety cabinets and includes a custom-made microscope and two fluidic systems that optimize single spheroid handling to enhance sorting speed. We use machine learning to classify spheroids based on their bioprinting compatibility. This approach enables complex morphological analysis, including assessing spheroid viability, without relying on invasive fluorescent labels. Furthermore, we demonstrate the efficacy of transfer learning for biological applications, for which acquiring large datasets remains challenging. Utilizing this platform, we efficiently sort mono-cellular and multi-cellular liver spheroids, the latter being used in bioprinting applications, and confirm that the sorting process preserves viability and functionality of the spheroids. By ensuring spheroid homogeneity, our sorting platform paves the way for standardized and scalable tissue fabrication, advancing regenerative medicine applications."
101,A4_tissue,39795524,PMC11723248,10.3390/polym17010121,2025,Polymers,research-article; Journal Article,Artificial Intelligence-Driven Modeling for Hydrogel Three-Dimensional Printing: Computational and Experimental Cases of Study.,"Determining the values of various properties for new bio-inks for 3D printing is a very important task in the design of new materials. For this purpose, a large number of experimental works have been consulted, and a database with more than 1200 bioprinting tests has been created. These tests cover different combinations of conditions in terms of print pressure, temperature, and needle values, for example. These data are difficult to deal with in terms of determining combinations of conditions to optimize the tests and analyze new options. The best model demonstrated a specificity (Sp) of 88.4% and a sensitivity (Sn) of 86.2% in the training series while achieving an Sp of 85.9% and an Sn of 80.3% in the external validation series. This model utilizes operators based on perturbation theory to analyze the complexity of the data. For comparative purposes, neural networks have been used, and very similar results have been obtained. The developed tool could easily be applied to predict the properties of bioprinting assays in silico. These findings could significantly improve the efficiency and accuracy of predictive models in bioprinting without resorting to trial-and-error tests, thereby saving time and funds. Ultimately, this tool may help pave the way for advances in personalized medicine and tissue engineering."
102,A4_tissue,38459235,PMC11164683,10.1038/s41557-024-01476-2,2024,Nature chemistry,research-article; Journal Article,Reconfiguring hydrogel assemblies using a photocontrolled metallopolymer adhesive for multiple customized functions.,"Stimuli-responsive hydrogels with programmable shape changes are promising materials for soft robots, four-dimensional printing, biomedical devices and artificial intelligence systems. However, these applications require the fabrication of hydrogels with complex, heterogeneous and reconfigurable structures and customizable functions. Here we report the fabrication of hydrogel assemblies with these features by reversibly gluing hydrogel units using a photocontrolled metallopolymer adhesive. The metallopolymer adhesive firmly attached individual hydrogel units via metal-ligand coordination and polymer chain entanglement. Hydrogel assemblies containing temperature- and pH-responsive hydrogel units showed controllable shape changes and motions in response to these external stimuli. To reconfigure their structures, the hydrogel assemblies were disassembled by irradiating the metallopolymer adhesive with light; the disassembled hydrogel units were then reassembled using the metallopolymer adhesive with heating. The shape change and structure reconfiguration abilities allow us to reprogramme the functions of hydrogel assemblies. The development of reconfigurable hydrogel assemblies using reversible adhesives provides a strategy for designing intelligent materials and soft robots with user-defined functions."
103,A4_tissue,39407061,PMC11480301,10.1007/s40820-024-01545-8,2024,Nano-micro letters,research-article; Journal Article,A Rapid Adaptation Approach for Dynamic Air-Writing Recognition Using Wearable Wristbands with Self-Supervised Contrastive Learning.,"Wearable wristband systems leverage deep learning to revolutionize hand gesture recognition in daily activities. Unlike existing approaches that often focus on static gestures and require extensive labeled data, the proposed wearable wristband with self-supervised contrastive learning excels at dynamic motion tracking and adapts rapidly across multiple scenarios. It features a four-channel sensing array composed of an ionic hydrogel with hierarchical microcone structures and ultrathin flexible electrodes, resulting in high-sensitivity capacitance output. Through wireless transmission from a Wi-Fi module, the proposed algorithm learns latent features from the unlabeled signals of random wrist movements. Remarkably, only few-shot labeled data are sufficient for fine-tuning the model, enabling rapid adaptation to various tasks. The system achieves a high accuracy of 94.9% in different scenarios, including the prediction of eight-direction commands, and air-writing of all numbers and letters. The proposed method facilitates smooth transitions between multiple tasks without the need for modifying the structure or undergoing extensive task-specific training. Its utility has been further extended to enhance human-machine interaction over digital platforms, such as game controls, calculators, and three-language login systems, offering users a natural and intuitive way of communication."
104,A4_tissue,35155409,PMC8830423,10.3389/fbioe.2021.802794,2021,Frontiers in bioengineering and biotechnology,research-article; Journal Article,Morphology-Based Deep Learning Approach for Predicting Osteogenic Differentiation.,"Early, high-throughput, and accurate recognition of osteogenic differentiation of stem cells is urgently required in stem cell therapy, tissue engineering, and regenerative medicine. In this study, we established an automatic deep learning algorithm, i.e., osteogenic convolutional neural network (OCNN), to quantitatively measure the osteogenic differentiation of rat bone marrow mesenchymal stem cells (rBMSCs). rBMSCs stained with F-actin and DAPI during early differentiation (day 0, 1, 4, and 7) were captured using laser confocal scanning microscopy to train OCNN. As a result, OCNN successfully distinguished differentiated cells at a very early stage (24 h) with a high area under the curve (AUC) (0.94 ± 0.04) and correlated with conventional biochemical markers. Meanwhile, OCNN exhibited better prediction performance compared with the single morphological parameters and support vector machine. Furthermore, OCNN successfully predicted the dose-dependent effects of small-molecule osteogenic drugs and a cytokine. OCNN-based online learning models can further recognize the osteogenic differentiation of rBMSCs cultured on several material surfaces. Hence, this study initially demonstrated the foreground of OCNN in osteogenic drug and biomaterial screening for next-generation tissue engineering and stem cell research."
105,A4_tissue,38736614,PMC11087995,10.1016/j.mtbio.2024.101075,2024,Materials today. Bio,research-article; Journal Article,"CuCS/Cur composite wound dressings promote neuralized skin regeneration by rebuilding the nerve cell ""factory"" in deep skin burns.","Regenerating skin nerves in deep burn wounds poses a significant clinical challenge. In this study, we designed an electrospun wound dressing called CuCS/Cur, which incorporates copper-doped calcium silicate (CuCS) and curcumin (Cur). The unique wound dressing releases a bioactive Cu2+-Cur chelate that plays a crucial role in addressing this challenge. By rebuilding the ""factory"" (hair follicle) responsible for producing nerve cells, CuCS/Cur induces a high expression of nerve-related factors within the hair follicle cells and promotes an abundant source of nerves for burn wounds. Moreover, the Cu2+-Cur chelate activates the differentiation of nerve cells into a mature nerve cell network, thereby efficiently promoting the reconstruction of the neural network in burn wounds. Additionally, the Cu2+-Cur chelate significantly stimulates angiogenesis in the burn area, ensuring ample nutrients for burn wound repair, hair follicle regeneration, and nerve regeneration. This study confirms the crucial role of chelation synergy between bioactive ions and flavonoids in promoting the regeneration of neuralized skin through wound dressings, providing valuable insights for the development of new biomaterials aimed at enhancing neural repair."
106,A4_tissue,41223168,PMC12611101,10.1371/journal.pone.0335432,2025,PloS one,research-article; Journal Article,Computational analysis of 3D biopolymeric porous scaffolds for the in vitro development of neural networks.,"Computational modelling can be used to study and improve specific experimental tissue engineering protocols and outcomes. Proper oxygenation and nutrient substances supply such as glucose are crucial in 3D in vitro models. In most cases, hydrogel-based scaffolds are employed as culture systems. However, the diffusion of molecules could be difficult in the innermost areas of the scaffolds, and the presence of gradients could affect cell proliferation, especially in static conditions. Hence, the mathematical modelling of oxygen and nutrient transport, as well as their consumption by the expanding cell culture within the scaffold, can be useful for optimizing tissue construct properties and generating more predictive and robust outcomes. In this work, nutrient diffusion has been studied through two different scaffolds seeded with glial and neuronal cells: chitosan microbeads and PLA fibers covered in chitosan produced with two specific fabrication-based techniques. First, homogenization theory has been applied to the two different porous constructs, formulated as heterogeneous domains composed of two distinct phases: the culture medium and the polymeric material. Then, a continuous mathematical model of nutrient transportation-consumption and cell proliferation has been implemented in COMSOL, aiming to comprehend nutrient diffusion to allow suitable environmental conditions for the growth of neural cells on 3D biopolymeric scaffolds."
107,A4_tissue,36328994,PMC9902733,10.23876/j.krcp.22.017,2023,Kidney research and clinical practice,research-article; Journal Article,Deep learning predicts the differentiation of kidney organoids derived from human induced pluripotent stem cells.,"BackgroundKidney organoids derived from human pluripotent stem cells (hPSCs) contain multilineage nephrogenic progenitor cells and can recapitulate the development of the kidney. Kidney organoids derived from hPSCs have the potential to be applied in regenerative medicine as well as renal disease modeling, drug screening, and nephrotoxicity testing. Despite biotechnological advances, individual differences in morphological and growth characteristics among kidney organoids need to be addressed before clinical and commercial application. In this study, we hypothesized that an automated noninvasive method based on deep learning of bright-field images of kidney organoids can predict their differentiation status.MethodsBright-field images of kidney organoids were collected on day 18 after differentiation. To train convolutional neural networks (CNNs), we utilized a transfer learning approach. CNNs were trained to predict the differentiation of kidney organoids on bright-field images based on the messenger RNA expression of renal tubular epithelial cells as well as podocytes.ResultsThe best prediction model was DenseNet121 with a total Pearson correlation coefficient score of 0.783 on a test dataset. W classified the kidney organoids into two categories: organoids with above-average gene expression (Positive) and those with below-average gene expression (Negative). Comparing the best-performing CNN with human-based classifiers, the CNN algorithm had a receiver operating characteristic-area under the curve (AUC) score of 0.85, while the experts had an AUC score of 0.48.ConclusionThese results confirmed our original hypothesis and demonstrated that our artificial intelligence algorithm can successfully recognize the differentiation status of kidney organoids."
108,A4_tissue,40046658,PMC11881611,10.2147/jmdh.s473196,2025,Journal of multidisciplinary healthcare,research-article; Journal Article,Comprehensive Analysis of the Biomechanical Research of Pelvic Organ Prolapse: A Scientometric Approach.,"BackgroundPelvic organ prolapse (POP) has become a significant public health issue, with its prevalence increasing proportionally with age. Despite the considerable number of biomechanical studies reported on POP, there remains a lack of a systematic approach to summarize and synthesize all existing research.MethodsThe Web of Science Core Collection (WoSCC) database was used as the data source to select literature published from 2003 to 2023 related to biomechanical research of POP. We employed various visualization software to generate scientific knowledge maps, facilitating data analysis and visual representation.ResultsThis study included 292 publications, comprising 252 research articles (86.3%) and 40 review articles (13.7%). The United States has emerged as a leading nation in terms of productivity, with the University of Porto making significant contributions. Robust partnerships are maintained by all countries and institutions involved. Moali PA stands out as the most prolific author, while Deprest J exhibits exemplary levels of collaboration. Notably, the journal Int Urogynecol J has the highest publication rate and citation frequency, making a significant contribution and demonstrating considerable academic influence in the field. Keyword and cluster analysis reveal that key research areas include validating finite element (FE) models of pelvic floor structures, studying interactions among pelvic support systems, evaluating the impact of vaginal delivery, assessing the effects of various mesh or 3D-printed materials on POP repair, remodeling vaginal connective tissue in POP patients, and biomechanical performance evaluations of pelvic floor tissues. Future research will likely focus on the development of personalized and regenerative treatment strategies. Moreover, advancements in machine learning, various regenerative medicine approaches, and multimodal large-scale FE modeling offer promising insights for development.ConclusionThis study presents a comprehensive analysis of the knowledge system and research directions of the biomechanics of POP, providing valuable guidance for future research endeavors."
109,A4_tissue,34112893,PMC8192956,10.1038/s41598-021-91802-2,2021,Scientific reports,"Research Support, Non-U.S. Gov't; research-article; Journal Article",Fourier transform infrared spectroscopy coupled with machine learning classification for identification of oxidative damage in freeze-dried heart valves.,"Freeze-drying can be used to ensure off-the-shelf availability of decellularized heart valves for cardiovascular surgery. In this study, decellularized porcine aortic heart valves were analyzed by nitroblue tetrazolium (NBT) staining and Fourier transform infrared spectroscopy (FTIR) to identify oxidative damage during freeze-drying and subsequent storage as well as after treatment with H2O2 and FeCl3. NBT staining revealed that sucrose at a concentration of at least 40% (w/v) is needed to prevent oxidative damage during freeze-drying. Dried specimens that were stored at 4 °C depict little to no oxidative damage during storage for up to 2 months. FTIR analysis shows that fresh control, freeze-dried and stored heart valve specimens cannot be distinguished from one another, whereas H2O2- and FeCl3-treated samples could be distinguished in some tissue section. A feed forward artificial neural network model could accurately classify H2O2 and FeCl3 treated samples. However, fresh control, freeze-dried and stored samples could not be distinguished from one another, which implies that these groups are very similar in terms of their biomolecular fingerprints. Taken together, we conclude that sucrose can minimize oxidative damage caused by freeze-drying, and that subsequent dried storage has little effects on the overall biochemical composition of heart valve scaffolds."
110,A4_tissue,40801439,PMC12591205,10.1002/advs.202509740,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",research-article; Journal Article,Bio-Inspired SA-FA Bionic Dual Receptor Electronic Skin for Intelligent Gesture and Material Cognition Systems Enhanced by Static-Dynamic Mutual Interaction.,"Traditional electronic skins (e-skins) face significant challenges in system integration and practical usability demonstrations, limiting their ability to meet the development demands of robot intellectualization under future artificial intelligence (AI) frameworks. Here, a bionic dual receptor (BDR) e-skin motivated by AI-based hardware-software coordination is proposed, which consists of electrospinning fiber triboelectric unit inspired by fast-adapting receptors and micropyramid ionic hydrogel iontronic unit inspired by slow-adapting receptors. Benefiting from the iontronic effect and micropyramid structure, the iontronic unit yields impressive features: a linear sensitivity of 172 kPa-1 (30 kPa), a fast response/recovery time of 11.2 ms. Based on this innovation, the BDR e-skin is integrated into the glove, and a dual-channel signal-motivated intelligent glove cognitive system for sign language gesture identification and robot interaction is developed, laying the foundation for subsequent usability demonstrations. Further, the BDR e-skin is deeply integrated with intelligent software algorithms and high-speed hardware circuits to construct an intelligent autonomous material cognition system. This system enables the robot finger controlled by the intelligent glove to accurately identify multidimensional properties (average accuracy: 99.3%) of smooth surface films-such as electronegativity, softness/hardness, and material species-with a single touch, showing a tactile cognition level comparable to that of humans."
111,A4_tissue,36683754,PMC9847532,10.1093/rb/rbac085,2023,Regenerative biomaterials,research-article; Journal Article,Integrated printed BDNF-stimulated HUCMSCs-derived exosomes/collagen/chitosan biological scaffolds with 3D printing technology promoted the remodelling of neural networks after traumatic brain injury.,"The restoration of nerve dysfunction after traumatic brain injury (TBI) faces huge challenges due to the limited self-regenerative abilities of nerve tissues. In situ inductive recovery can be achieved utilizing biological scaffolds combined with endogenous human umbilical cord mesenchymal stem cells (HUCMSCs)-derived exosomes (MExos). In this study, brain-derived neurotrophic factor-stimulated HUCMSCs-derived exosomes (BMExos) were composited with collagen/chitosan by 3D printing technology. 3D-printed collagen/chitosan/BMExos (3D-CC-BMExos) scaffolds have excellent mechanical properties and biocompatibility. Subsequently, in vivo experiments showed that 3D-CC-BMExos therapy could improve the recovery of neuromotor function and cognitive function in a TBI model in rats. Consistent with the behavioural recovery, the results of histomorphological tests showed that 3D-CC-BMExos therapy could facilitate the remodelling of neural networks, such as improving the regeneration of nerve fibres, synaptic connections and myelin sheaths, in lesions after TBI."
112,A4_tissue,34940480,PMC8709082,10.3390/membranes11120979,2021,Membranes,research-article; Journal Article,The Application of Principal Component Analysis (PCA) for the Optimization of the Conditions of Fabrication of Electrospun Nanofibrous Membrane for Desalination and Ion Removal.,"Nowadays, acquiring a water supply for urban and industrial uses is one of the greatest challenges facing humanity for ensuring sustainability. Membrane technology has been considered cost-effective, encompasses lower energy requirements, and at the same time, offers acceptable performance. Electrospun nanofibrous membranes (ENMs) are considered a novel and promising strategy for the production of membranes that could be applied in several treatment processes, especially desalination and ion removal. In this study, we apply an unsupervised machine-learning strategy, the so-called principal component analysis (PCA), for the purpose of seeking discrepancies and similarities between different ENMs. The main purpose was to investigate the influence of membrane fabrication conditions, characteristics, and process conditions in order to seek the relevance of the application of different electrospun nanofibrous membranes (ENMs). Membranes were majorly classified into single polymers/layers, from one side, and dual multiple layer ENMs, from another side. For both classes, variables related to membrane fabrication conditions were not separated from membrane characterization variables. This reveals that membranes' characteristics not only depend on the chemical composition, but also on the fabrication conditions. On the other hand, the process conditions of ENM fabrication showed an extensive effect on membranes' performance."
113,A4_tissue,41070020,PMC12504206,10.3389/fnut.2025.1675732,2025,Frontiers in nutrition,brief-report; Journal Article,"From burden to backbone: the regenerative potential of food waste through digital, biological, and technological innovation.","This perspective article outlines a cross-sectoral roadmap that leverages digital, biological, and material innovations to transform unavoidable food and beverage organic waste into high-value resources. In this manuscript, the term ""regenerative circular bioeconomy"" refers to a systemic approach that not only minimises waste and closes resource loops but also enhances the resilience of natural and social systems. ""Upcycling"" is here defined as the transformation of organic residues into products of higher functional or economic value compared to their original use. ""Digital enablers"" are considered as data-driven tools, such as artificial intelligence, machine learning, and digital twins, which support the optimisation and monitoring of valorisation processes. Artificial intelligence is positioned as a systemic enabler of real-time diagnostics, redistribution, and forecasting, supporting both the quantification and reduction of organic waste. In parallel, the integration of mathematical modelling with digital technologies is increasingly driving the development of data-driven algorithms aimed at optimising process conditions for upcycling strategies within valorisation pathways. Regarding traditional recovery routes, the article highlights frontier technologies including microbial electrochemical systems, solar photoreforming, and green extraction methods. It also presents cutting-edge applications such as the use of organic waste in biocomposites and the emerging biomedical upcycling of slaughterhouse by-products for tissue engineering. Through this interdisciplinary lens, the article advocates for a regenerative circular bioeconomy supported by infrastructural investment, ethical governance, and comprehensive life-cycle validation."
114,A4_tissue,40363517,PMC12072391,10.3390/ma18092014,2025,"Materials (Basel, Switzerland)",research-article; Journal Article,Anti-Freezing Conductive Ionic Hydrogel-Enabled Triboelectric Nanogenerators for Wearable Speech Recognition.,"Flexible wearable electronics face critical challenges in achieving reliable physiological monitoring, particularly due to the trade-off between sensitivity and durability in flexible electrodes, compounded by mechanical modulus mismatch with biological tissues. To address these limitations, we develop an anti-freezing ionic hydrogel through a chitosan/acrylamide/LiCl system engineered via the solution post-treatment strategy. The optimized hydrogel exhibits exceptional ionic conductivity (24.1 mS/cm at 25 °C) and excellent cryogenic tolerance. Leveraging these attributes, we construct a gel-based triboelectric nanogenerator (G-TENG) that demonstrates ultrahigh sensitivity (1.56 V/kPa) under low pressure. The device enables the precise capture of subtle vibrations at a frequency of 1088 Hz with a signal-to-noise ratio of 16.27 dB and demonstrates operational stability (>16,000 cycles), successfully differentiating complex physiological activities including swallowing, coughing, and phonation. Through machine learning-assisted analysis, the system achieves 96.56% recognition accuracy for five words and demonstrates good signal recognition ability in different ambient sound scenarios. This work provides a paradigm for designing environmentally adaptive wearable sensors through interfacial modulus engineering and ion transport optimization."
115,A4_tissue,37775309,PMC10646237,10.1002/advs.202304111,2023,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)","Research Support, Non-U.S. Gov't; research-article; Journal Article",Geometric Angles and Gene Expression in Cells for Structural Bone Regeneration.,"Geometry and angles play crucial roles in cellular processes; however, its mechanisms of regulation remain unclear. In this study, a series of three dimensional (3D)-printed microfibers with different geometries is constructed using a near-field electrostatic printing technique to investigate the regulatory mechanisms of geometry on stem cell function and bone regeneration. The scaffolds precisely mimicked cell dimensions with high porosity and interoperability. Compared with other spatial topography angles, microfibers with a 90° topology can significantly promote the expression of osteogenic gene proteins in bone marrow-derived mesenchymal stem cells (BMSCs). The effects of different spatial structures on the expression profiles of BMSCs differentiation genes are correlated and validated using microRNA sequencing. Enrichment analysis shows that the 90° microfibers promoted osteogenesis in BMSCs by significantly upregulating miR-222-5p/cbfb/Runx2 expression. The ability of the geometric architecture to promote bone regeneration, as assessed using the cranial defect model, demonstrates that the 90° fiber scaffolds significantly promote new bone regeneration and neovascular neural network formation. This study is the first to elucidate the relationship between angular geometry and cellular gene expression, contributing significantly to the understanding of how geometric architecture can promote stem cell differentiation, proliferation, and function for structural bone regeneration."
116,A4_tissue,37322139,PMC10272235,10.1038/s41598-023-36431-7,2023,Scientific reports,research-article; Journal Article,Electrospun nanofiber membrane diameter prediction using a combined response surface methodology and machine learning approach.,"Despite the widespread interest in electrospinning technology, very few simulation studies have been conducted. Thus, the current research produced a system for providing a sustainable and effective electrospinning process by combining the design of experiments with machine learning prediction models. Specifically, in order to estimate the diameter of the electrospun nanofiber membrane, we developed a locally weighted kernel partial least squares regression (LW-KPLSR) model based on a response surface methodology (RSM). The accuracy of the model's predictions was evaluated based on its root mean square error (RMSE), its mean absolute error (MAE), and its coefficient of determination (R2). In addition to principal component regression (PCR), locally weighted partial least squares regression (LW-PLSR), partial least square regression (PLSR), and least square support vector regression model (LSSVR), some of the other types of regression models used to verify and compare the results were fuzzy modelling and least square support vector regression model (LSSVR). According to the results of our research, the LW-KPLSR model performed far better than other competing models when attempting to forecast the membrane's diameter. This is made clear by the much lower RMSE and MAE values of the LW-KPLSR model. In addition, it offered the highest R2 values that could be achieved, reaching 0.9989."
117,A4_tissue,37969140,PMC10630981,10.1021/acsmaterialslett.3c00909,2023,ACS materials letters,rapid-communication; Journal Article,SEMPro: A Data-Driven Pipeline To Learn Structure-Property Insights from Scanning Electron Microscopy Images.,"Analyzing hydrogel microstructure through scanning electron microscopy (SEM) images is crucial in understanding hydrogel properties. However, the analysis of SEM images in hydrogel research heavily relies on the intuition of individual researchers and is constrained by the limited size of the dataset. To address this, we propose SEMPro, a data-driven solution using web-scraping and deep learning (DL) to compile and analyze the structure-property relationships of hydrogels through SEM images. It accurately predicts the elastic modulus from SEM images within the same order of magnitude and displays a learned extraction of modulus-relevant features in SEM images as seen through the nontrivial activation mapping and transfer learning. By employing Explainable AI through activation map exposure, SEMPro validates the model predictions. SEMPro represents a closed-loop data collection and analysis pipeline, providing critical insights into hydrogels and soft materials. This innovative approach has the potential to revolutionize hydrogel research, offering high-dimensional insights for further advancements."
118,A4_tissue,35877532,PMC9322851,10.3390/gels8070447,2022,"Gels (Basel, Switzerland)",research-article; Journal Article,Evaluation of the Adsorption Efficiency of Graphene Oxide Hydrogels in Wastewater Dye Removal: Application of Principal Component Analysis.,"Industrial dye wastewater is one of the major water pollution problems. Adsorbent materials are promising strategies for the removal of water dye contaminants. Herein, we provide a statistical and artificial intelligence study to evaluate the adsorption efficiency of graphene oxide-based hydrogels in wastewater dye removal by applying Principal Component Analysis (PCA). This study aims to assess the adsorption quality of 35 different hydrogels. We adopted different approaches and showed the pros and cons of each one of them. PCA showed that alginate graphene oxide-based hydrogel (without polyvinyl alcohol) had better tolerance in a basic medium and provided higher adsorption capacity. Polyvinyl alcohol sulfonated graphene oxide-based hydrogels are suitable when higher adsorbent doses are required. In conclusion, PCA represents a robust way to delineate factors affecting hydrogel selection for pollutant removal from aqueous solutions."
119,A4_tissue,38520708,PMC11165469,10.1002/advs.202310141,2024,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",research-article; Journal Article,Mechanical Field Guiding Structure Design Strategy for Meta-Fiber Reinforced Hydrogel Composites by Deep Learning.,"Fiber-reinforced hydrogel composites are widely employed in many engineering applications, such as drug release, and flexible electronics, with more flexible mechanical properties than pure hydrogel materials. Comparing to the hydrogel strengthened by continuous fiber, the meta-fiber reinforced hydrogel provides stronger individualized design ability of deformation patterns and tunable stiffness, especially for the elaborate applications in joint, cartilage, and organ. In this paper, a novel structure design strategy based on deep learning algorithm is proposed for hydrogel reinforced by meta-fiber to achieve targeted mechanical properties, such as stress and displacement fields. A solid mechanic model for meta-fiber reinforced hydrogel is first developed to construct the dataset of fiber distribution and the corresponding mechanical properties of the composite. Generative adversarial network (GAN) is then trained to characterize the relationship between stress or displacement field, and meta-fiber distribution. The well-trained GAN is implemented to design meta-fiber reinforced hydrogel composite structure under specific operation conditions. The results show that the deep learning method may efficiently predict the structure of the hydrogel composite with satisfied confidence, and has great potential for applications in drug delivery and flexible electronics."
120,A4_tissue,38443412,PMC10914818,10.1038/s41598-024-55897-7,2024,Scientific reports,research-article; Journal Article,Utilizing Ni(II) complex for metal drug-gel particles in cervical cancer treatment and designing novel drugs through machine learning methods.,"In the present study, a novel coordination polymer (CP) based on Ni(II), namely, [Ni(L)(D-CAM)(H2O)]n (1) (H2D-CAM = (1R,3S)-1,2,2-trimethylcyclopentane-1,3-dicarboxylic acid and L = 3,6-bis(benzimidazol-1-yl)pyridazine), has been produced successfully through applying a mixed ligand synthesis method via reacting Ni(NO3)2·6H2O with 3,6-bis(benzimidazol-1-yl)pyridazine ligand in the presence of a carboxylic acid co-ligand. Hyaluronic acid (HA) and carboxymethyl chitosan (CMCS) are representatives of natural polysaccharides and have good biocompatibility. Based on the chemical synthesis method, HA/CMCS hydrogel was successfully prepared. SEM showed that the lyophilized gel presented a typical macroporous structure with three-dimensional connected pores, which had unique advantages as a drug carrier. Using paclitaxel as a drug model, we further synthesized a novel paclitaxel-loaded metal gel and evaluated its therapeutic effect on cervical cancer. Finally, novel drugs from the reinforcement learning simulation are suggested to have better biological activity against ovarian cancer due to low affinity energy and stronger interaction strength towards the protein receptor."
